,bootstrap,feature,importance,model,distribution,seed
0,0,biomarker,-1.5614466788072907,Logistic Regression,beta,184
1,0,Intercept,0.6693864854459445,Logistic Regression,beta,184
0,1,biomarker,0.5324893942684252,Logistic Regression,beta,184
1,1,Intercept,-0.30375019642282486,Logistic Regression,beta,184
0,2,biomarker,1.7745763967364472,Logistic Regression,beta,184
1,2,Intercept,-0.7917903332812273,Logistic Regression,beta,184
0,3,biomarker,0.407944652255474,Logistic Regression,beta,184
1,3,Intercept,-0.14836586693961523,Logistic Regression,beta,184
0,4,biomarker,1.5462989566580165,Logistic Regression,beta,184
1,4,Intercept,-0.6136110222525805,Logistic Regression,beta,184
0,5,biomarker,0.16508377536249785,Logistic Regression,beta,184
1,5,Intercept,0.19320903992047606,Logistic Regression,beta,184
0,6,biomarker,1.8160619590406735,Logistic Regression,beta,184
1,6,Intercept,-0.7063785162363464,Logistic Regression,beta,184
0,7,biomarker,1.3523685109907957,Logistic Regression,beta,184
1,7,Intercept,-0.7074374533969282,Logistic Regression,beta,184
0,8,biomarker,0.030868949927151126,Logistic Regression,beta,184
1,8,Intercept,-0.17957408111267584,Logistic Regression,beta,184
0,9,biomarker,0.7997372951645918,Logistic Regression,beta,184
1,9,Intercept,-0.2901570416614509,Logistic Regression,beta,184
0,10,biomarker,0.4271008419150204,Logistic Regression,beta,184
1,10,Intercept,-0.2433071883803158,Logistic Regression,beta,184
0,11,biomarker,-0.7486381109189205,Logistic Regression,beta,184
1,11,Intercept,0.3979509192018809,Logistic Regression,beta,184
0,12,biomarker,-0.6452716120390019,Logistic Regression,beta,184
1,12,Intercept,0.2469303075013183,Logistic Regression,beta,184
0,13,biomarker,1.6937298362145274,Logistic Regression,beta,184
1,13,Intercept,-0.8609129861380748,Logistic Regression,beta,184
0,14,biomarker,-0.8419153289069095,Logistic Regression,beta,184
1,14,Intercept,0.2369719483133168,Logistic Regression,beta,184
0,15,biomarker,-0.2926878112710635,Logistic Regression,beta,184
1,15,Intercept,0.06782840900434603,Logistic Regression,beta,184
0,16,biomarker,0.5638259574737847,Logistic Regression,beta,184
1,16,Intercept,-0.21730517588153944,Logistic Regression,beta,184
0,17,biomarker,-0.6795092937106388,Logistic Regression,beta,184
1,17,Intercept,0.3113852467891053,Logistic Regression,beta,184
0,18,biomarker,-0.993606619264089,Logistic Regression,beta,184
1,18,Intercept,0.3983526915526323,Logistic Regression,beta,184
0,19,biomarker,0.21398113440493802,Logistic Regression,beta,184
1,19,Intercept,-0.16544778236389318,Logistic Regression,beta,184
0,20,biomarker,0.6581802190188161,Logistic Regression,beta,184
1,20,Intercept,-0.3039880780771957,Logistic Regression,beta,184
0,21,biomarker,0.42827836235143046,Logistic Regression,beta,184
1,21,Intercept,-0.27609157746774327,Logistic Regression,beta,184
0,22,biomarker,0.7989635092473383,Logistic Regression,beta,184
1,22,Intercept,-0.3764499437340894,Logistic Regression,beta,184
0,23,biomarker,-0.2099603801249496,Logistic Regression,beta,184
1,23,Intercept,0.3033322654907017,Logistic Regression,beta,184
0,24,biomarker,0.5717992225817271,Logistic Regression,beta,184
1,24,Intercept,-0.32054221641053904,Logistic Regression,beta,184
0,25,biomarker,-2.489199508697573,Logistic Regression,beta,184
1,25,Intercept,1.272859519101881,Logistic Regression,beta,184
0,26,biomarker,0.26609917022060675,Logistic Regression,beta,184
1,26,Intercept,-0.13351980192509214,Logistic Regression,beta,184
0,27,biomarker,-1.9263258115403306,Logistic Regression,beta,184
1,27,Intercept,0.8631413115090762,Logistic Regression,beta,184
0,28,biomarker,0.39335274346884225,Logistic Regression,beta,184
1,28,Intercept,-0.1840453600809629,Logistic Regression,beta,184
0,29,biomarker,0.21804672781678114,Logistic Regression,beta,184
1,29,Intercept,-0.022489212616050396,Logistic Regression,beta,184
0,30,biomarker,0.8250576707409006,Logistic Regression,beta,184
1,30,Intercept,-0.42836038403159016,Logistic Regression,beta,184
0,31,biomarker,0.5833813664640066,Logistic Regression,beta,184
1,31,Intercept,-0.37272150477218424,Logistic Regression,beta,184
0,32,biomarker,1.9936590452086127,Logistic Regression,beta,184
1,32,Intercept,-0.9485809080560075,Logistic Regression,beta,184
0,33,biomarker,-1.1041758579771999,Logistic Regression,beta,184
1,33,Intercept,0.48444956600272276,Logistic Regression,beta,184
0,34,biomarker,-0.2358005532731681,Logistic Regression,beta,184
1,34,Intercept,0.12091215907191452,Logistic Regression,beta,184
0,35,biomarker,1.7088057424732677,Logistic Regression,beta,184
1,35,Intercept,-0.8526875282929496,Logistic Regression,beta,184
0,36,biomarker,-1.3618117134291892,Logistic Regression,beta,184
1,36,Intercept,0.5561121559734779,Logistic Regression,beta,184
0,37,biomarker,-0.19765550800912834,Logistic Regression,beta,184
1,37,Intercept,0.06459024919812005,Logistic Regression,beta,184
0,38,biomarker,0.6186484090668917,Logistic Regression,beta,184
1,38,Intercept,-0.14052286455807003,Logistic Regression,beta,184
0,39,biomarker,0.4446667484681569,Logistic Regression,beta,184
1,39,Intercept,-0.07297283458743499,Logistic Regression,beta,184
0,40,biomarker,-0.5697966829567549,Logistic Regression,beta,184
1,40,Intercept,0.2511812739285053,Logistic Regression,beta,184
0,41,biomarker,-3.1051751863091854,Logistic Regression,beta,184
1,41,Intercept,1.1672669408391168,Logistic Regression,beta,184
0,42,biomarker,0.6424876700356361,Logistic Regression,beta,184
1,42,Intercept,-0.4413366233648785,Logistic Regression,beta,184
0,43,biomarker,-1.3797489907779912,Logistic Regression,beta,184
1,43,Intercept,0.5896166342070969,Logistic Regression,beta,184
0,44,biomarker,-0.1443321747099226,Logistic Regression,beta,184
1,44,Intercept,0.1322371715583438,Logistic Regression,beta,184
0,45,biomarker,1.4305289545639552,Logistic Regression,beta,184
1,45,Intercept,-0.6012668065784745,Logistic Regression,beta,184
0,46,biomarker,-1.1610533137213337,Logistic Regression,beta,184
1,46,Intercept,0.4707084352073322,Logistic Regression,beta,184
0,47,biomarker,-0.7518680060445563,Logistic Regression,beta,184
1,47,Intercept,0.4397923655179714,Logistic Regression,beta,184
0,48,biomarker,1.7981768701121497,Logistic Regression,beta,184
1,48,Intercept,-0.9176020455668588,Logistic Regression,beta,184
0,49,biomarker,0.2923803114540247,Logistic Regression,beta,184
1,49,Intercept,0.03984024215917625,Logistic Regression,beta,184
0,50,biomarker,1.0810706882089998,Logistic Regression,beta,184
1,50,Intercept,-0.5387506628669014,Logistic Regression,beta,184
0,51,biomarker,-2.2755572285032097,Logistic Regression,beta,184
1,51,Intercept,1.1878463113866462,Logistic Regression,beta,184
0,52,biomarker,-1.1973859518338874,Logistic Regression,beta,184
1,52,Intercept,0.5812020087181766,Logistic Regression,beta,184
0,53,biomarker,-0.40146420323423637,Logistic Regression,beta,184
1,53,Intercept,-0.041835703401954215,Logistic Regression,beta,184
0,54,biomarker,0.4981368756411988,Logistic Regression,beta,184
1,54,Intercept,-0.09783681684106382,Logistic Regression,beta,184
