,model,metric,performance_bootstrap,value,distribution,seed
0,Logistic Regression,roc_auc,0,0.4337402144737561,beta,464
1,Logistic Regression,roc_auc,1,0.4233156619394799,beta,464
2,Logistic Regression,roc_auc,2,0.4405095415664255,beta,464
3,Logistic Regression,roc_auc,3,0.4504972642019581,beta,464
4,Logistic Regression,roc_auc,4,0.4447522900213575,beta,464
5,Logistic Regression,roc_auc,5,0.44231277815978176,beta,464
6,Logistic Regression,roc_auc,6,0.43156959292690034,beta,464
7,Logistic Regression,roc_auc,7,0.44425855959699456,beta,464
8,Logistic Regression,roc_auc,8,0.43004964826551156,beta,464
9,Logistic Regression,roc_auc,9,0.4409190279566718,beta,464
10,Logistic Regression,roc_auc,10,0.4267616771338084,beta,464
11,Logistic Regression,roc_auc,11,0.4168586853601923,beta,464
12,Logistic Regression,roc_auc,12,0.4458642113364864,beta,464
13,Logistic Regression,roc_auc,13,0.43845574372863916,beta,464
14,Logistic Regression,roc_auc,14,0.4518667890090975,beta,464
15,Logistic Regression,roc_auc,15,0.4375237601482233,beta,464
16,Logistic Regression,roc_auc,16,0.4452483927579735,beta,464
17,Logistic Regression,roc_auc,17,0.41139360205696796,beta,464
18,Logistic Regression,roc_auc,18,0.4359095999882623,beta,464
19,Logistic Regression,roc_auc,19,0.44551446670090733,beta,464
20,Logistic Regression,roc_auc,20,0.4494045290988736,beta,464
21,Logistic Regression,roc_auc,21,0.43201429720025014,beta,464
22,Logistic Regression,roc_auc,22,0.4410630644733776,beta,464
23,Logistic Regression,roc_auc,23,0.44435526257182306,beta,464
24,Logistic Regression,roc_auc,24,0.44484967341217047,beta,464
25,Logistic Regression,roc_auc,25,0.43521892615156865,beta,464
26,Logistic Regression,roc_auc,26,0.44106795891931905,beta,464
27,Logistic Regression,roc_auc,27,0.42326964999394456,beta,464
28,Logistic Regression,roc_auc,28,0.42747810559116683,beta,464
29,Logistic Regression,roc_auc,29,0.42236588292813015,beta,464
30,Logistic Regression,roc_auc,30,0.43494364924775963,beta,464
31,Logistic Regression,roc_auc,31,0.44948246645056095,beta,464
32,Logistic Regression,roc_auc,32,0.4370291373546874,beta,464
33,Logistic Regression,roc_auc,33,0.44362650635080025,beta,464
34,Logistic Regression,roc_auc,34,0.4311001295275116,beta,464
35,Logistic Regression,roc_auc,35,0.43171874305524693,beta,464
36,Logistic Regression,roc_auc,36,0.43938499219692495,beta,464
37,Logistic Regression,roc_auc,37,0.45520526428340563,beta,464
38,Logistic Regression,roc_auc,38,0.43113727208843683,beta,464
39,Logistic Regression,roc_auc,39,0.44418611889200127,beta,464
40,Logistic Regression,roc_auc,40,0.4264200911292231,beta,464
41,Logistic Regression,roc_auc,41,0.42710446207929803,beta,464
42,Logistic Regression,roc_auc,42,0.4417604022088021,beta,464
43,Logistic Regression,roc_auc,43,0.453837695711459,beta,464
44,Logistic Regression,roc_auc,44,0.4428204001700429,beta,464
45,Logistic Regression,roc_auc,45,0.42540039674091074,beta,464
46,Logistic Regression,roc_auc,46,0.44794400699912507,beta,464
47,Logistic Regression,roc_auc,47,0.46401560022598454,beta,464
48,Logistic Regression,roc_auc,48,0.42864945975182267,beta,464
49,Logistic Regression,roc_auc,49,0.4486432936589808,beta,464
50,Logistic Regression,average_precision,0,0.45796632056985354,beta,464
51,Logistic Regression,average_precision,1,0.45416298183736054,beta,464
52,Logistic Regression,average_precision,2,0.4789732053953626,beta,464
53,Logistic Regression,average_precision,3,0.48956219004903545,beta,464
54,Logistic Regression,average_precision,4,0.48183944764986275,beta,464
55,Logistic Regression,average_precision,5,0.47472991815997734,beta,464
56,Logistic Regression,average_precision,6,0.47060433144105457,beta,464
57,Logistic Regression,average_precision,7,0.49018623703839936,beta,464
58,Logistic Regression,average_precision,8,0.4765138819484285,beta,464
59,Logistic Regression,average_precision,9,0.4862876784982815,beta,464
60,Logistic Regression,average_precision,10,0.47674196537797403,beta,464
61,Logistic Regression,average_precision,11,0.4676399415471699,beta,464
62,Logistic Regression,average_precision,12,0.48962253261032995,beta,464
63,Logistic Regression,average_precision,13,0.48856196319715184,beta,464
64,Logistic Regression,average_precision,14,0.46681928913752335,beta,464
65,Logistic Regression,average_precision,15,0.478480599249883,beta,464
66,Logistic Regression,average_precision,16,0.4874182591057643,beta,464
67,Logistic Regression,average_precision,17,0.475180242162584,beta,464
68,Logistic Regression,average_precision,18,0.484539928061259,beta,464
69,Logistic Regression,average_precision,19,0.49952300797562854,beta,464
70,Logistic Regression,average_precision,20,0.47145629662180655,beta,464
71,Logistic Regression,average_precision,21,0.46434406739986966,beta,464
72,Logistic Regression,average_precision,22,0.48514134006672743,beta,464
73,Logistic Regression,average_precision,23,0.49945484279080754,beta,464
74,Logistic Regression,average_precision,24,0.4923830206045856,beta,464
75,Logistic Regression,average_precision,25,0.4825593415883595,beta,464
76,Logistic Regression,average_precision,26,0.4546878908132378,beta,464
77,Logistic Regression,average_precision,27,0.4824545815069826,beta,464
78,Logistic Regression,average_precision,28,0.4649446037333849,beta,464
79,Logistic Regression,average_precision,29,0.46066855745420976,beta,464
80,Logistic Regression,average_precision,30,0.4823252914272039,beta,464
81,Logistic Regression,average_precision,31,0.4756519952442439,beta,464
82,Logistic Regression,average_precision,32,0.4925191993700828,beta,464
