,bootstrap,feature,importance,model,distribution,seed
0,0,biomarker,8.886939428269116,Logistic Regression,beta,488
1,0,Intercept,-5.135003056831737,Logistic Regression,beta,488
0,1,biomarker,9.452649781365144,Logistic Regression,beta,488
1,1,Intercept,-5.817802401545409,Logistic Regression,beta,488
0,2,biomarker,8.125699668914534,Logistic Regression,beta,488
1,2,Intercept,-5.031325064318068,Logistic Regression,beta,488
0,3,biomarker,9.299319685948666,Logistic Regression,beta,488
1,3,Intercept,-5.587003955083061,Logistic Regression,beta,488
0,4,biomarker,8.434699162413743,Logistic Regression,beta,488
1,4,Intercept,-5.334612836314497,Logistic Regression,beta,488
0,5,biomarker,8.753654633919732,Logistic Regression,beta,488
1,5,Intercept,-5.428351430999118,Logistic Regression,beta,488
0,6,biomarker,8.647491473498645,Logistic Regression,beta,488
1,6,Intercept,-5.443580459345365,Logistic Regression,beta,488
0,7,biomarker,8.4237257008932,Logistic Regression,beta,488
1,7,Intercept,-5.022420428783462,Logistic Regression,beta,488
0,8,biomarker,9.400750257182644,Logistic Regression,beta,488
1,8,Intercept,-5.8730322248190285,Logistic Regression,beta,488
0,9,biomarker,8.842882514895175,Logistic Regression,beta,488
1,9,Intercept,-5.437507606035259,Logistic Regression,beta,488
0,10,biomarker,9.102272700245587,Logistic Regression,beta,488
1,10,Intercept,-5.69541288407164,Logistic Regression,beta,488
0,11,biomarker,8.035631044375034,Logistic Regression,beta,488
1,11,Intercept,-4.921171216466352,Logistic Regression,beta,488
0,12,biomarker,8.61371508080067,Logistic Regression,beta,488
1,12,Intercept,-5.4030338851652475,Logistic Regression,beta,488
0,13,biomarker,8.917642992058598,Logistic Regression,beta,488
1,13,Intercept,-5.588438404192313,Logistic Regression,beta,488
0,14,biomarker,8.324222375480613,Logistic Regression,beta,488
1,14,Intercept,-5.042273114997587,Logistic Regression,beta,488
0,15,biomarker,8.925835163979515,Logistic Regression,beta,488
1,15,Intercept,-5.469487028218356,Logistic Regression,beta,488
0,16,biomarker,8.77126597563574,Logistic Regression,beta,488
1,16,Intercept,-5.388305747861074,Logistic Regression,beta,488
0,17,biomarker,8.91891502945169,Logistic Regression,beta,488
1,17,Intercept,-5.153165575065582,Logistic Regression,beta,488
