,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,1.0,1.0,0.9855936959700126,0.9819444444444445,1.0,1.0,beta,443
1,1,Logistic Regression,1.0,1.0,0.9919909020518777,0.9895470383275262,0.9166666666666666,0.9545454545454545,beta,443
2,2,Logistic Regression,1.0,1.0,0.9864331906600786,0.9854166666666667,1.0,1.0,beta,443
3,3,Logistic Regression,1.0,1.0,0.9883726733183257,0.9861111111111112,1.0,1.0,beta,443
4,4,Logistic Regression,1.0,1.0,0.9829564532689533,0.982638888888889,1.0,1.0,beta,443
5,5,Logistic Regression,1.0,1.0,0.9854032892678584,0.9847222222222223,1.0,1.0,beta,443
6,6,Logistic Regression,1.0,1.0,0.9892329449510301,0.9881944444444444,1.0,1.0,beta,443
7,7,Logistic Regression,1.0,1.0,0.9842671469705258,0.9826749826749828,1.0,1.0,beta,443
8,8,Logistic Regression,1.0,1.0,0.9899847973377386,0.9895833333333334,1.0,1.0,beta,443
9,9,Logistic Regression,1.0,1.0,0.9858636352884439,0.986111111111111,1.0,1.0,beta,443
10,10,Logistic Regression,1.0,1.0,0.9842671469705258,0.9826749826749828,1.0,1.0,beta,443
11,11,Logistic Regression,1.0,1.0,0.9899996702282021,0.9882271468144045,0.9999999999999998,1.0,beta,443
12,12,Logistic Regression,1.0,1.0,0.9844303342778953,0.9846689895470383,1.0,1.0,beta,443
13,13,Logistic Regression,1.0,1.0,0.9893615779645192,0.9888888888888889,1.0,1.0,beta,443
14,14,Logistic Regression,1.0,1.0,0.9907423801654571,0.988911988911989,0.9821428571428572,0.9821428571428571,beta,443
15,15,Logistic Regression,1.0,1.0,0.9892124465923091,0.9875346260387812,0.9999999999999998,1.0,beta,443
16,16,Logistic Regression,1.0,1.0,0.9918167128347183,0.9909972299168974,0.9861111111111112,0.9821428571428572,beta,443
17,17,Logistic Regression,1.0,1.0,0.9827261084614025,0.9805959805959806,1.0,1.0,beta,443
18,18,Logistic Regression,1.0,1.0,0.9935003203654568,0.99375,1.0,1.0,beta,443
19,19,Logistic Regression,1.0,1.0,0.9924914029259195,0.992361111111111,0.9888888888888889,0.9814814814814815,beta,443
20,20,Logistic Regression,1.0,1.0,0.995536266150838,0.9951523545706371,0.9704861111111112,0.9642857142857143,beta,443
21,21,Logistic Regression,1.0,1.0,0.984123306054252,0.9826749826749827,1.0,1.0,beta,443
22,22,Logistic Regression,1.0,1.0,0.9877295727410143,0.9861495844875346,0.9999999999999998,1.0,beta,443
23,23,Logistic Regression,1.0,1.0,0.9915917568869269,0.9902979902979903,0.976190476190476,0.9814814814814814,beta,443
24,24,Logistic Regression,1.0,1.0,0.9947050239733167,0.9937629937629937,0.9682539682539681,0.9642857142857143,beta,443
25,25,Logistic Regression,1.0,1.0,0.9903596919988299,0.9881944444444445,1.0,1.0,beta,443
26,26,Logistic Regression,1.0,1.0,0.9909433464146711,0.9902979902979903,1.0,1.0,beta,443
27,27,Logistic Regression,1.0,1.0,0.9980917560654897,0.997920997920998,0.8857142857142857,0.8888888888888888,beta,443
28,28,Logistic Regression,1.0,1.0,0.9869162824475183,0.9861111111111112,1.0,1.0,beta,443
29,29,Logistic Regression,1.0,1.0,0.9888235795212539,0.9882189882189882,1.0,1.0,beta,443
30,30,Logistic Regression,1.0,1.0,0.9874700851901277,0.9854469854469854,0.9999999999999998,1.0,beta,443
31,31,Logistic Regression,1.0,1.0,0.9906653737512694,0.9896049896049895,1.0,1.0,beta,443
32,32,Logistic Regression,1.0,1.0,0.9985583022567373,0.9986139986139986,0.9436868686868689,0.9074074074074074,beta,443
33,33,Logistic Regression,1.0,1.0,0.9912629589182385,0.988095238095238,1.0,1.0,beta,443
34,34,Logistic Regression,1.0,1.0,0.9849964476998265,0.9833679833679834,1.0,1.0,beta,443
35,35,Logistic Regression,1.0,1.0,0.996972755963984,0.9972222222222222,0.9888888888888889,0.9814814814814815,beta,443
36,36,Logistic Regression,1.0,1.0,0.9895572589322255,0.9882271468144044,0.9682539682539681,0.9642857142857143,beta,443
37,37,Logistic Regression,1.0,1.0,0.9900629658468402,0.9882271468144044,0.9999999999999998,1.0,beta,443
38,38,Logistic Regression,1.0,1.0,0.9888718890248877,0.9875346260387812,0.9999999999999998,1.0,beta,443
39,39,Logistic Regression,1.0,1.0,0.9928667262969588,0.9909722222222223,0.9666666666666666,0.98,beta,443
40,40,Logistic Regression,1.0,1.0,0.9846150456027386,0.9833333333333334,1.0,1.0,beta,443
