,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
1,1,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
2,2,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
3,3,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
4,4,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
5,5,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
6,6,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
7,7,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
8,8,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
9,9,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
10,10,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
11,11,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,beta,451
12,12,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
13,13,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
14,14,Logistic Regression,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,beta,451
15,15,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,beta,451
16,16,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
17,17,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
18,18,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
19,19,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
20,20,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
21,21,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
22,22,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,beta,451
23,23,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
24,24,Logistic Regression,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,beta,451
25,25,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
26,26,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
27,27,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
28,28,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
29,29,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
30,30,Logistic Regression,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,beta,451
31,31,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
32,32,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
33,33,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
34,34,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
35,35,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
36,36,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,beta,451
37,37,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,beta,451
38,38,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,beta,451
39,39,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
40,40,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
41,41,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
42,42,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
43,43,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
44,44,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
45,45,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,beta,451
46,46,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
47,47,Logistic Regression,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,beta,451
48,48,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
49,49,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
50,50,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
51,51,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
52,52,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
53,53,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
54,54,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,451
55,55,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
56,56,Logistic Regression,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,beta,451
57,57,Logistic Regression,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,beta,451
