,bootstrap,feature,importance,model,distribution,seed
0,0,biomarker,-14.75191997303306,Logistic Regression,beta,354
1,0,Intercept,11.228071051723873,Logistic Regression,beta,354
0,1,biomarker,-13.243467232372511,Logistic Regression,beta,354
1,1,Intercept,9.845644838843915,Logistic Regression,beta,354
0,2,biomarker,-17.498808231380387,Logistic Regression,beta,354
1,2,Intercept,13.085558221497388,Logistic Regression,beta,354
0,3,biomarker,-13.419054904713773,Logistic Regression,beta,354
1,3,Intercept,9.905095735840877,Logistic Regression,beta,354
0,4,biomarker,-11.91207622413159,Logistic Regression,beta,354
1,4,Intercept,8.55075356837439,Logistic Regression,beta,354
0,5,biomarker,-12.367592140092988,Logistic Regression,beta,354
1,5,Intercept,8.902485164794104,Logistic Regression,beta,354
0,6,biomarker,-12.20772100926013,Logistic Regression,beta,354
1,6,Intercept,8.768260253454963,Logistic Regression,beta,354
0,7,biomarker,-13.370035158972822,Logistic Regression,beta,354
1,7,Intercept,9.878164130432248,Logistic Regression,beta,354
0,8,biomarker,-15.113802086841895,Logistic Regression,beta,354
1,8,Intercept,10.954848508984217,Logistic Regression,beta,354
0,9,biomarker,-13.117160503123799,Logistic Regression,beta,354
1,9,Intercept,9.364022237922354,Logistic Regression,beta,354
0,10,biomarker,-12.053666251585145,Logistic Regression,beta,354
1,10,Intercept,8.420439746301788,Logistic Regression,beta,354
0,11,biomarker,-12.380261011536486,Logistic Regression,beta,354
1,11,Intercept,8.852560648897558,Logistic Regression,beta,354
0,12,biomarker,-13.27463954113201,Logistic Regression,beta,354
1,12,Intercept,9.582595857172997,Logistic Regression,beta,354
0,13,biomarker,-11.707554599630654,Logistic Regression,beta,354
1,13,Intercept,8.238164027251015,Logistic Regression,beta,354
0,14,biomarker,-12.799521729686019,Logistic Regression,beta,354
1,14,Intercept,9.236593169618734,Logistic Regression,beta,354
0,15,biomarker,-12.808315092796011,Logistic Regression,beta,354
1,15,Intercept,9.106138930571996,Logistic Regression,beta,354
0,16,biomarker,-13.335453963157265,Logistic Regression,beta,354
1,16,Intercept,9.641904246135976,Logistic Regression,beta,354
0,17,biomarker,-14.816531588139618,Logistic Regression,beta,354
1,17,Intercept,11.115259055662449,Logistic Regression,beta,354
0,18,biomarker,-10.612465553052228,Logistic Regression,beta,354
1,18,Intercept,7.250200591338355,Logistic Regression,beta,354
0,19,biomarker,-13.104000427601727,Logistic Regression,beta,354
1,19,Intercept,9.144810976666617,Logistic Regression,beta,354
0,20,biomarker,-13.624321663743036,Logistic Regression,beta,354
1,20,Intercept,10.071787476402905,Logistic Regression,beta,354
0,21,biomarker,-12.21105474923849,Logistic Regression,beta,354
1,21,Intercept,8.740135376707299,Logistic Regression,beta,354
0,22,biomarker,-16.921407383730685,Logistic Regression,beta,354
1,22,Intercept,12.720192822799692,Logistic Regression,beta,354
0,23,biomarker,-13.282821414155388,Logistic Regression,beta,354
1,23,Intercept,9.843970032004675,Logistic Regression,beta,354
