,model,metric,performance_bootstrap,value,distribution,seed
0,Logistic Regression,roc_auc,0,0.9798251901866024,beta,2
1,Logistic Regression,roc_auc,1,0.9816141741559123,beta,2
2,Logistic Regression,roc_auc,2,0.9791271018342674,beta,2
3,Logistic Regression,roc_auc,3,0.9802465261975197,beta,2
4,Logistic Regression,roc_auc,4,0.9802402104199144,beta,2
5,Logistic Regression,roc_auc,5,0.9819594790764014,beta,2
6,Logistic Regression,roc_auc,6,0.9782304918895471,beta,2
7,Logistic Regression,roc_auc,7,0.9774138964806551,beta,2
8,Logistic Regression,roc_auc,8,0.9827307076813656,beta,2
9,Logistic Regression,roc_auc,9,0.9812158761683074,beta,2
10,Logistic Regression,roc_auc,10,0.9815691025284802,beta,2
11,Logistic Regression,roc_auc,11,0.9808746326660135,beta,2
12,Logistic Regression,roc_auc,12,0.9808986201644743,beta,2
13,Logistic Regression,roc_auc,13,0.9860425115834621,beta,2
14,Logistic Regression,roc_auc,14,0.9792741393187794,beta,2
15,Logistic Regression,roc_auc,15,0.9795691063234035,beta,2
16,Logistic Regression,roc_auc,16,0.9786681416244234,beta,2
17,Logistic Regression,roc_auc,17,0.9802844950213372,beta,2
18,Logistic Regression,roc_auc,18,0.977276839921055,beta,2
19,Logistic Regression,roc_auc,19,0.9789259521194289,beta,2
20,Logistic Regression,roc_auc,20,0.9761924354725284,beta,2
21,Logistic Regression,roc_auc,21,0.9788025594190561,beta,2
22,Logistic Regression,roc_auc,22,0.9826018157371292,beta,2
23,Logistic Regression,roc_auc,23,0.9828071931404931,beta,2
24,Logistic Regression,roc_auc,24,0.9808921104284007,beta,2
25,Logistic Regression,roc_auc,25,0.9771405102091615,beta,2
26,Logistic Regression,roc_auc,26,0.9812987732062877,beta,2
27,Logistic Regression,roc_auc,27,0.9805323155383671,beta,2
28,Logistic Regression,roc_auc,28,0.982897264922393,beta,2
29,Logistic Regression,roc_auc,29,0.9804950067217207,beta,2
30,Logistic Regression,roc_auc,30,0.9777672488164919,beta,2
31,Logistic Regression,roc_auc,31,0.9799446113393415,beta,2
32,Logistic Regression,roc_auc,32,0.9799763365597485,beta,2
33,Logistic Regression,roc_auc,33,0.9781753339062269,beta,2
34,Logistic Regression,roc_auc,34,0.9769917509124152,beta,2
35,Logistic Regression,roc_auc,35,0.9832471980074718,beta,2
36,Logistic Regression,roc_auc,36,0.9843220721913885,beta,2
37,Logistic Regression,roc_auc,37,0.9833502148223177,beta,2
38,Logistic Regression,roc_auc,38,0.9786790271664222,beta,2
39,Logistic Regression,roc_auc,39,0.9807554785774698,beta,2
40,Logistic Regression,roc_auc,40,0.9808564530053235,beta,2
41,Logistic Regression,roc_auc,41,0.9785570560633221,beta,2
42,Logistic Regression,roc_auc,42,0.9809831753895838,beta,2
43,Logistic Regression,roc_auc,43,0.9804807569159836,beta,2
44,Logistic Regression,roc_auc,44,0.9788719396534279,beta,2
45,Logistic Regression,roc_auc,45,0.9845902043383926,beta,2
46,Logistic Regression,roc_auc,46,0.9794355304680208,beta,2
47,Logistic Regression,roc_auc,47,0.976879201059257,beta,2
48,Logistic Regression,roc_auc,48,0.983718995335078,beta,2
49,Logistic Regression,roc_auc,49,0.982169325408589,beta,2
50,Logistic Regression,average_precision,0,0.9848196386653282,beta,2
51,Logistic Regression,average_precision,1,0.9861077897563715,beta,2
52,Logistic Regression,average_precision,2,0.9838088453467723,beta,2
53,Logistic Regression,average_precision,3,0.9848341031491378,beta,2
54,Logistic Regression,average_precision,4,0.98517536688457,beta,2
55,Logistic Regression,average_precision,5,0.9859012442271096,beta,2
56,Logistic Regression,average_precision,6,0.9833384369241469,beta,2
57,Logistic Regression,average_precision,7,0.982449183309078,beta,2
58,Logistic Regression,average_precision,8,0.9859526107189218,beta,2
59,Logistic Regression,average_precision,9,0.9844864161428276,beta,2
60,Logistic Regression,average_precision,10,0.9860731869007622,beta,2
61,Logistic Regression,average_precision,11,0.985046229584009,beta,2
62,Logistic Regression,average_precision,12,0.9844909814971677,beta,2
63,Logistic Regression,average_precision,13,0.9891895366763531,beta,2
64,Logistic Regression,average_precision,14,0.9838566976187332,beta,2
65,Logistic Regression,average_precision,15,0.9836246340912533,beta,2
66,Logistic Regression,average_precision,16,0.9840606734440822,beta,2
67,Logistic Regression,average_precision,17,0.9849142666854458,beta,2
68,Logistic Regression,average_precision,18,0.9828228320124975,beta,2
69,Logistic Regression,average_precision,19,0.9830753995977467,beta,2
70,Logistic Regression,average_precision,20,0.9820300203582707,beta,2
71,Logistic Regression,average_precision,21,0.983943732618142,beta,2
72,Logistic Regression,average_precision,22,0.9865236512909225,beta,2
73,Logistic Regression,average_precision,23,0.9870413911525857,beta,2
74,Logistic Regression,average_precision,24,0.9845500966374205,beta,2
75,Logistic Regression,average_precision,25,0.9825596127106822,beta,2
76,Logistic Regression,average_precision,26,0.9861834769773766,beta,2
77,Logistic Regression,average_precision,27,0.9850588664006056,beta,2
78,Logistic Regression,average_precision,28,0.9861846345683113,beta,2
79,Logistic Regression,average_precision,29,0.9843342944382789,beta,2
80,Logistic Regression,average_precision,30,0.9831271487649952,beta,2
81,Logistic Regression,average_precision,31,0.9843697537221727,beta,2
82,Logistic Regression,average_precision,32,0.9847511558183815,beta,2
83,Logistic Regression,average_precision,33,0.9834140301665572,beta,2
84,Logistic Regression,average_precision,34,0.9829599719470901,beta,2
85,Logistic Regression,average_precision,35,0.9874415217765781,beta,2
86,Logistic Regression,average_precision,36,0.9883985021848876,beta,2
87,Logistic Regression,average_precision,37,0.9865117173925207,beta,2
88,Logistic Regression,average_precision,38,0.983546096193572,beta,2
89,Logistic Regression,average_precision,39,0.9844426761128208,beta,2
90,Logistic Regression,average_precision,40,0.985793416192744,beta,2
91,Logistic Regression,average_precision,41,0.9834015934373934,beta,2
92,Logistic Regression,average_precision,42,0.9847009992997531,beta,2
93,Logistic Regression,average_precision,43,0.9849759589524026,beta,2
94,Logistic Regression,average_precision,44,0.9841609536230912,beta,2
95,Logistic Regression,average_precision,45,0.9880145762008326,beta,2
96,Logistic Regression,average_precision,46,0.9842925118027867,beta,2
97,Logistic Regression,average_precision,47,0.9821413041121729,beta,2
98,Logistic Regression,average_precision,48,0.9870637722454745,beta,2
99,Logistic Regression,average_precision,49,0.985950419736501,beta,2
