,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,1.0,1.0,0.9877791469407324,0.9847222222222222,1.0,1.0,beta,232
1,1,Logistic Regression,1.0,1.0,0.9928663910537446,0.9902439024390244,0.95,0.9772727272727273,beta,232
2,2,Logistic Regression,1.0,1.0,0.9896872667770501,0.9895833333333334,1.0,1.0,beta,232
3,3,Logistic Regression,1.0,1.0,0.9857001145940468,0.9826749826749827,1.0,1.0,beta,232
4,4,Logistic Regression,1.0,1.0,0.9825919379490808,0.9812500000000001,1.0,1.0,beta,232
5,5,Logistic Regression,1.0,1.0,0.9919628616997038,0.9916666666666667,0.9833333333333333,0.96,beta,232
6,6,Logistic Regression,1.0,1.0,0.9848702443940539,0.9833333333333334,1.0,1.0,beta,232
7,7,Logistic Regression,1.0,1.0,0.9847868758821816,0.9826749826749828,1.0,1.0,beta,232
8,8,Logistic Regression,1.0,1.0,0.9876440597543461,0.9868055555555555,1.0,1.0,beta,232
9,9,Logistic Regression,1.0,1.0,0.9870735739759011,0.9861111111111112,1.0,1.0,beta,232
10,10,Logistic Regression,1.0,1.0,0.983453218597772,0.9812889812889813,1.0,1.0,beta,232
11,11,Logistic Regression,1.0,1.0,0.989408943993335,0.9875346260387812,0.9821428571428572,0.9821428571428571,beta,232
12,12,Logistic Regression,1.0,1.0,0.9846628651460585,0.98397212543554,1.0,1.0,beta,232
13,13,Logistic Regression,1.0,1.0,0.9838588588588588,0.9826388888888888,1.0,1.0,beta,232
14,14,Logistic Regression,1.0,1.0,0.9899557097359296,0.9875259875259875,0.9821428571428572,0.9821428571428571,beta,232
15,15,Logistic Regression,1.0,1.0,0.9917105263157895,0.989612188365651,0.9821428571428572,0.9821428571428571,beta,232
16,16,Logistic Regression,1.0,1.0,0.9868125663814034,0.9840720221606649,1.0,1.0,beta,232
17,17,Logistic Regression,1.0,1.0,0.9907153301890141,0.9902979902979903,0.975,0.9642857142857143,beta,232
18,18,Logistic Regression,1.0,1.0,0.9834336887908317,0.9819444444444445,1.0,1.0,beta,232
19,19,Logistic Regression,1.0,1.0,0.9839850178495869,0.9819444444444444,1.0,1.0,beta,232
20,20,Logistic Regression,1.0,1.0,0.9896862348178137,0.9875346260387812,1.0,1.0,beta,232
21,21,Logistic Regression,1.0,1.0,0.9862060556797398,0.9840609840609842,1.0,1.0,beta,232
22,22,Logistic Regression,1.0,1.0,0.9890353616161404,0.986842105263158,0.9999999999999998,1.0,beta,232
23,23,Logistic Regression,1.0,1.0,0.9893695346647047,0.9868329868329868,1.0,1.0,beta,232
24,24,Logistic Regression,1.0,1.0,0.9880007569801375,0.9854469854469854,0.9999999999999998,1.0,beta,232
25,25,Logistic Regression,1.0,1.0,0.9916935038645563,0.9895833333333333,1.0,1.0,beta,232
26,26,Logistic Regression,1.0,1.0,0.9860754742202549,0.9840609840609841,1.0,1.0,beta,232
27,27,Logistic Regression,1.0,1.0,0.9942219321858772,0.993069993069993,1.0,1.0,beta,232
28,28,Logistic Regression,1.0,1.0,0.9900689223057644,0.9888888888888888,1.0,1.0,beta,232
29,29,Logistic Regression,1.0,1.0,0.9846562944226966,0.9826749826749827,1.0,1.0,beta,232
30,30,Logistic Regression,1.0,1.0,0.9869936676009551,0.984060984060984,0.9999999999999998,1.0,beta,232
31,31,Logistic Regression,1.0,1.0,0.9883962207270478,0.9868329868329868,1.0,1.0,beta,232
32,32,Logistic Regression,1.0,1.0,0.9880476763796893,0.9868329868329868,1.0,1.0,beta,232
33,33,Logistic Regression,1.0,1.0,0.9882286575155584,0.9824929971988795,1.0,1.0,beta,232
34,34,Logistic Regression,1.0,1.0,0.9928168502137207,0.9923769923769923,1.0,1.0,beta,232
35,35,Logistic Regression,1.0,1.0,0.9812532887943285,0.9791666666666666,1.0,1.0,beta,232
36,36,Logistic Regression,1.0,1.0,0.9916825133930396,0.9909972299168974,0.9404761904761902,0.9107142857142857,beta,232
37,37,Logistic Regression,1.0,1.0,0.9888435060081281,0.986842105263158,0.9821428571428572,0.9821428571428571,beta,232
38,38,Logistic Regression,1.0,1.0,0.9849039941283708,0.9819944598337951,0.9999999999999998,1.0,beta,232
39,39,Logistic Regression,1.0,1.0,0.9865174919290775,0.982638888888889,1.0,1.0,beta,232
40,40,Logistic Regression,1.0,1.0,0.9821837746837747,0.9805555555555555,1.0,1.0,beta,232
41,41,Logistic Regression,1.0,1.0,0.9859918397113204,0.9840720221606649,1.0,1.0,beta,232
42,42,Logistic Regression,1.0,1.0,0.9866687760375469,0.9847222222222223,1.0,1.0,beta,232
43,43,Logistic Regression,1.0,1.0,0.9871962553709592,0.9861399861399862,1.0,1.0,beta,232
44,44,Logistic Regression,1.0,1.0,0.9876510487321297,0.9854469854469855,1.0,1.0,beta,232
45,45,Logistic Regression,1.0,1.0,0.9842517172686636,0.9813019390581719,0.9999999999999998,1.0,beta,232
46,46,Logistic Regression,1.0,1.0,0.9866900909975702,0.9840720221606648,1.0,1.0,beta,232
47,47,Logistic Regression,1.0,1.0,0.9858625997766269,0.9826749826749827,0.9999999999999998,1.0,beta,232
48,48,Logistic Regression,1.0,1.0,0.9845465550645235,0.9791666666666666,1.0,1.0,beta,232
49,49,Logistic Regression,1.0,1.0,0.9916163313336137,0.9916666666666666,0.9888888888888889,0.9814814814814815,beta,232
50,50,Logistic Regression,1.0,1.0,0.9867482665004439,0.9847539847539848,0.9861111111111112,0.9821428571428572,beta,232
51,51,Logistic Regression,1.0,1.0,0.9873621358915478,0.9840609840609841,1.0,1.0,beta,232
52,52,Logistic Regression,1.0,1.0,0.9919586611315934,0.9902979902979903,0.9888888888888889,0.9814814814814815,beta,232
53,53,Logistic Regression,1.0,1.0,0.9900336050710754,0.9881944444444445,1.0,1.0,beta,232
54,54,Logistic Regression,1.0,1.0,0.9896437522377373,0.9881944444444445,0.9888888888888889,0.9814814814814815,beta,232
55,55,Logistic Regression,1.0,1.0,0.9943507180349285,0.9937673130193905,0.975,0.9642857142857143,beta,232
56,56,Logistic Regression,1.0,1.0,0.9853704992845266,0.9819819819819819,0.9999999999999998,1.0,beta,232
57,57,Logistic Regression,1.0,1.0,0.9882262917627492,0.9861495844875346,1.0,1.0,beta,232
58,58,Logistic Regression,1.0,1.0,0.9875040473360422,0.9847645429362881,0.9999999999999998,1.0,beta,232
59,59,Logistic Regression,1.0,1.0,0.990845573235414,0.9889196675900278,0.9704861111111112,0.9642857142857143,beta,232
60,60,Logistic Regression,1.0,1.0,0.9939527439527438,0.9937629937629937,0.975,0.9642857142857143,beta,232
61,61,Logistic Regression,1.0,1.0,0.9929459198849779,0.992382271468144,0.9821428571428572,0.9821428571428571,beta,232
62,62,Logistic Regression,1.0,1.0,0.9898486002831788,0.9867595818815331,1.0,1.0,beta,232
63,63,Logistic Regression,1.0,1.0,0.9897587719298246,0.9868055555555555,0.9666666666666666,0.98,beta,232
64,64,Logistic Regression,1.0,1.0,0.9853546346710098,0.9833679833679835,1.0,1.0,beta,232
65,65,Logistic Regression,1.0,1.0,0.9916058545697995,0.9902979902979903,0.9999999999999998,1.0,beta,232
66,66,Logistic Regression,1.0,1.0,0.9860754742202549,0.9840609840609841,1.0,1.0,beta,232
67,67,Logistic Regression,1.0,1.0,0.9858584054404488,0.9826869806094183,0.9999999999999998,1.0,beta,232
68,68,Logistic Regression,1.0,1.0,0.9878253154222683,0.9861495844875348,0.9999999999999998,1.0,beta,232
69,69,Logistic Regression,1.0,1.0,0.9928103225095707,0.990990990990991,0.9999999999999998,1.0,beta,232
70,70,Logistic Regression,1.0,1.0,0.9904178584891997,0.9882189882189882,1.0,1.0,beta,232
71,71,Logistic Regression,1.0,1.0,0.9858625997766269,0.9826749826749827,1.0,1.0,beta,232
72,72,Logistic Regression,1.0,1.0,0.9866222172825948,0.9826749826749827,1.0,1.0,beta,232
73,73,Logistic Regression,1.0,1.0,0.9842517172686636,0.9813019390581719,1.0,1.0,beta,232
74,74,Logistic Regression,1.0,1.0,0.9886103208471629,0.9874999999999999,1.0,1.0,beta,232
75,75,Logistic Regression,1.0,1.0,0.9923346828609987,0.9903047091412742,0.9682539682539681,0.9642857142857143,beta,232
76,76,Logistic Regression,1.0,1.0,0.989501705550299,0.9888888888888889,1.0,1.0,beta,232
77,77,Logistic Regression,1.0,1.0,0.9893595272166701,0.9868055555555555,1.0,1.0,beta,232
78,78,Logistic Regression,1.0,1.0,0.9936507936507937,0.9930313588850175,0.9750688705234161,0.9318181818181819,beta,232
79,79,Logistic Regression,1.0,1.0,0.9882306369017333,0.9861399861399862,1.0,1.0,beta,232
80,80,Logistic Regression,1.0,1.0,0.9923076923076923,0.9896049896049897,0.9617346938775511,0.9642857142857143,beta,232
81,81,Logistic Regression,1.0,1.0,0.989430638288967,0.9882189882189882,1.0,1.0,beta,232
82,82,Logistic Regression,1.0,1.0,0.9915865113233534,0.9916666666666667,0.9797979797979799,0.962962962962963,beta,232
83,83,Logistic Regression,1.0,1.0,0.9887424585218704,0.9854166666666666,0.9666666666666666,0.98,beta,232
84,84,Logistic Regression,1.0,1.0,0.9855666696432933,0.9833795013850415,1.0,1.0,beta,232
85,85,Logistic Regression,1.0,1.0,0.9895173100060318,0.9875346260387812,0.9999999999999998,1.0,beta,232
86,86,Logistic Regression,1.0,1.0,0.9870936112303105,0.9840609840609841,0.9999999999999998,1.0,beta,232
87,87,Logistic Regression,1.0,1.0,0.9896175383611484,0.9868329868329868,0.9999999999999998,1.0,beta,232
88,88,Logistic Regression,1.0,1.0,0.9909831810069764,0.9881533101045297,1.0,1.0,beta,232
89,89,Logistic Regression,1.0,1.0,0.9894605316841676,0.9875346260387812,0.9861111111111112,0.9821428571428572,beta,232
90,90,Logistic Regression,1.0,1.0,0.9952083333333333,0.9937499999999999,0.9444444444444444,0.9444444444444445,beta,232
91,91,Logistic Regression,1.0,1.0,0.9849934253780408,0.9812889812889813,1.0,1.0,beta,232
92,92,Logistic Regression,1.0,1.0,0.9916234453076558,0.989612188365651,0.9682539682539681,0.9642857142857143,beta,232
93,93,Logistic Regression,1.0,1.0,0.9860464774363238,0.9819444444444445,1.0,1.0,beta,232
94,94,Logistic Regression,1.0,1.0,0.9928104575163399,0.9930313588850174,0.9777495232040687,0.9318181818181819,beta,232
95,95,Logistic Regression,1.0,1.0,0.9925731906677355,0.9923769923769924,0.9888888888888889,0.9814814814814815,beta,232
