,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
1,1,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
2,2,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
3,3,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
4,4,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
5,5,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
6,6,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
7,7,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
8,8,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
9,9,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
10,10,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
11,11,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
12,12,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
13,13,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
14,14,Logistic Regression,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,beta,356
15,15,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
16,16,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
17,17,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
18,18,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
19,19,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
20,20,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
21,21,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
22,22,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
23,23,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
24,24,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
25,25,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
26,26,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
27,27,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
28,28,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
29,29,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
30,30,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
31,31,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
32,32,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
33,33,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
34,34,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
35,35,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
36,36,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
37,37,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
38,38,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
39,39,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
40,40,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
41,41,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
42,42,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
43,43,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
44,44,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
45,45,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
46,46,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
47,47,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
48,48,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
49,49,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
50,50,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
51,51,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
52,52,Logistic Regression,1.0,1.0,1.0,1.0,1.0,1.0,beta,356
