,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,0.8761904761904762,0.8,0.5781617591321323,0.5401662049861496,0.369465058750773,0.23214285714285715,t,0
1,1,Logistic Regression,0.95,0.9375,0.5512956180010511,0.5641891891891891,0.6536494369827703,0.40740740740740744,t,0
2,2,Logistic Regression,0.8928571428571428,0.8125,0.5972238187076467,0.5816464237516871,0.5012092074592074,0.2321428571428572,t,0
3,3,Logistic Regression,0.8253968253968254,0.6499999999999999,0.5002737089670196,0.5041551246537397,0.5987262737262737,0.4464285714285714,t,0
4,4,Logistic Regression,0.8041666666666667,0.8500000000000001,0.5296232748164822,0.5225225225225225,0.45946275946275944,0.4642857142857143,t,0
5,5,Logistic Regression,1.0,1.0,0.5743533493682199,0.5351239669421488,0.6,0.6923076923076923,t,0
6,6,Logistic Regression,0.8928571428571428,0.8125,0.582160986626826,0.5858108108108109,0.3692099567099567,0.40740740740740744,t,0
7,7,Logistic Regression,0.6083333333333333,0.7,0.5001549754585168,0.5111111111111111,0.5492368742368743,0.19999999999999998,t,0
8,8,Logistic Regression,0.6805555555555556,0.6,0.4866332240499553,0.5196476964769647,0.6731503345139709,0.34090909090909094,t,0
9,9,Logistic Regression,0.7678571428571428,0.7,0.6304332485218874,0.5904365904365905,0.4551587301587302,0.4107142857142857,t,0
10,10,Logistic Regression,0.95,0.9375,0.49986878272212365,0.5013513513513513,0.8317340067340069,0.7592592592592592,t,0
11,11,Logistic Regression,0.8125,0.75,0.5949109401123109,0.5131944444444445,0.49170274170274164,0.6296296296296295,t,0
12,12,Logistic Regression,0.8875,0.875,0.5302862411908725,0.5128205128205128,0.5908008658008658,0.5178571428571429,t,0
13,13,Logistic Regression,0.6791666666666667,0.8,0.5187244338606674,0.5229166666666667,0.706657509157509,0.39999999999999997,t,0
14,14,Logistic Regression,0.9166666666666666,0.875,0.5014921734635872,0.505420054200542,0.5812065712065713,0.26,t,0
15,15,Logistic Regression,0.8875,0.875,0.5799589249940043,0.6033783783783784,0.56317324650658,0.40740740740740744,t,0
16,16,Logistic Regression,0.95,0.9375,0.62411377049418,0.6153846153846153,0.7506493506493506,0.6428571428571428,t,0
17,17,Logistic Regression,0.8125,0.6875,0.568838600642764,0.5175438596491229,0.7543349507635222,0.6964285714285714,t,0
18,18,Logistic Regression,0.7592857142857143,0.6,0.5433242203333786,0.4996534996534997,0.6819715007215007,0.5178571428571428,t,0
19,19,Logistic Regression,0.7708333333333333,0.75,0.5523806683509658,0.5310810810810811,0.6801485551485551,0.5185185185185185,t,0
20,20,Logistic Regression,0.7333333333333333,0.75,0.4751605991351469,0.47645429362880887,0.44838182650682645,0.25,t,0
21,21,Logistic Regression,0.8541666666666666,0.85,0.48985920075096934,0.5398475398475399,0.6918609168609169,0.5370370370370371,t,0
22,22,Logistic Regression,0.8928571428571428,0.85,0.5455080704751522,0.5124653739612188,0.526068722943723,0.44642857142857145,t,0
23,23,Logistic Regression,1.0,1.0,0.614493184187961,0.5266106442577031,0.3055555555555555,0.638888888888889,t,0
24,24,Logistic Regression,0.7291666666666666,0.7000000000000001,0.519354506999704,0.5107415107415108,0.8410774410774413,0.6851851851851852,t,0
25,25,Logistic Regression,0.95,0.9375,0.6540826301107521,0.5755102040816327,0.34775641025641024,0.5,t,0
26,26,Logistic Regression,0.8875,0.9,0.5817478619154407,0.5166204986149584,0.8752185314685315,0.8035714285714285,t,0
27,27,Logistic Regression,0.6845238095238095,0.5625,0.5133353706479308,0.49055330634278005,0.456998556998557,0.4285714285714285,t,0
28,28,Logistic Regression,0.8166666666666667,0.8,0.5701904447466222,0.5491689750692521,0.6742327117327117,0.42857142857142855,t,0
29,29,Logistic Regression,0.925,0.8500000000000001,0.6102776198882043,0.5925155925155925,0.5847582972582973,0.7222222222222222,t,0
