,bootstrap,feature,importance,model,distribution,seed
0,0,biomarker,0.1215353858327237,Logistic Regression,t,172
1,0,Intercept,-0.03824666140768877,Logistic Regression,t,172
0,1,biomarker,-1.313018531777614,Logistic Regression,t,172
1,1,Intercept,0.6162328513335585,Logistic Regression,t,172
0,2,biomarker,1.4084906546598968,Logistic Regression,t,172
1,2,Intercept,-0.7120805606088999,Logistic Regression,t,172
0,3,biomarker,-0.01651875416400993,Logistic Regression,t,172
1,3,Intercept,0.031912657983587035,Logistic Regression,t,172
0,4,biomarker,0.6469430625428217,Logistic Regression,t,172
1,4,Intercept,-0.2866530501621556,Logistic Regression,t,172
0,5,biomarker,0.9625656656749397,Logistic Regression,t,172
1,5,Intercept,-0.20218707850961953,Logistic Regression,t,172
0,6,biomarker,1.557341563916218,Logistic Regression,t,172
1,6,Intercept,-0.6770315980883761,Logistic Regression,t,172
0,7,biomarker,0.5603935219522038,Logistic Regression,t,172
1,7,Intercept,-0.41061982686433507,Logistic Regression,t,172
0,8,biomarker,0.5183705142839218,Logistic Regression,t,172
1,8,Intercept,-0.43498793247233775,Logistic Regression,t,172
0,9,biomarker,1.4645136190222676,Logistic Regression,t,172
1,9,Intercept,-0.6881467127494382,Logistic Regression,t,172
0,10,biomarker,-0.42373820416882835,Logistic Regression,t,172
1,10,Intercept,0.13838494505353502,Logistic Regression,t,172
0,11,biomarker,0.4551657337179019,Logistic Regression,t,172
1,11,Intercept,-0.1580458858681278,Logistic Regression,t,172
0,12,biomarker,-0.5074933914192443,Logistic Regression,t,172
1,12,Intercept,0.24627334006297258,Logistic Regression,t,172
0,13,biomarker,0.025325666238016957,Logistic Regression,t,172
1,13,Intercept,-0.13093025983554551,Logistic Regression,t,172
0,14,biomarker,-0.13215048949989017,Logistic Regression,t,172
1,14,Intercept,-0.05760536661820327,Logistic Regression,t,172
0,15,biomarker,-1.0305504039924462,Logistic Regression,t,172
1,15,Intercept,0.40348398382641054,Logistic Regression,t,172
0,16,biomarker,0.7314075475143295,Logistic Regression,t,172
1,16,Intercept,-0.33520500773288525,Logistic Regression,t,172
0,17,biomarker,0.2832096555965628,Logistic Regression,t,172
1,17,Intercept,-0.11683261810035084,Logistic Regression,t,172
0,18,biomarker,0.1801719602557671,Logistic Regression,t,172
1,18,Intercept,-0.11648583645307702,Logistic Regression,t,172
0,19,biomarker,-0.2648251606214673,Logistic Regression,t,172
1,19,Intercept,0.045982716555653336,Logistic Regression,t,172
0,20,biomarker,0.6828916821835188,Logistic Regression,t,172
1,20,Intercept,-0.38430145597316673,Logistic Regression,t,172
0,21,biomarker,0.80520810227661,Logistic Regression,t,172
1,21,Intercept,-0.4680162872651702,Logistic Regression,t,172
0,22,biomarker,-0.8431569415677803,Logistic Regression,t,172
1,22,Intercept,0.42487891574867476,Logistic Regression,t,172
0,23,biomarker,-0.6271576572806957,Logistic Regression,t,172
1,23,Intercept,0.5341496287262039,Logistic Regression,t,172
0,24,biomarker,-0.9546421084811383,Logistic Regression,t,172
1,24,Intercept,0.4087756350456909,Logistic Regression,t,172
0,25,biomarker,-2.071925386219057,Logistic Regression,t,172
1,25,Intercept,1.2555811138565363,Logistic Regression,t,172
0,26,biomarker,0.27935494354328944,Logistic Regression,t,172
1,26,Intercept,-0.16177626007728863,Logistic Regression,t,172
0,27,biomarker,0.05642227080847296,Logistic Regression,t,172
1,27,Intercept,-0.005212082892851213,Logistic Regression,t,172
0,28,biomarker,0.3907220653172287,Logistic Regression,t,172
1,28,Intercept,-0.21638874684338014,Logistic Regression,t,172
0,29,biomarker,-0.763417388805087,Logistic Regression,t,172
1,29,Intercept,0.47095429220565355,Logistic Regression,t,172
0,30,biomarker,-0.24176734015745788,Logistic Regression,t,172
1,30,Intercept,0.05165741445090055,Logistic Regression,t,172
0,31,biomarker,0.1403951513860707,Logistic Regression,t,172
1,31,Intercept,-0.18773218713116074,Logistic Regression,t,172
0,32,biomarker,0.5358388254919587,Logistic Regression,t,172
1,32,Intercept,-0.3353814876416758,Logistic Regression,t,172
0,33,biomarker,-0.56829231703019,Logistic Regression,t,172
1,33,Intercept,0.2964805029073463,Logistic Regression,t,172
0,34,biomarker,1.022910543574464,Logistic Regression,t,172
1,34,Intercept,-0.5183387075104965,Logistic Regression,t,172
0,35,biomarker,1.258883989408906,Logistic Regression,t,172
1,35,Intercept,-0.7407276941072335,Logistic Regression,t,172
0,36,biomarker,-0.8296653279034928,Logistic Regression,t,172
1,36,Intercept,0.3976086759383386,Logistic Regression,t,172
0,37,biomarker,0.21600048095078783,Logistic Regression,t,172
1,37,Intercept,-0.13190457066497155,Logistic Regression,t,172
0,38,biomarker,-0.4161608705435856,Logistic Regression,t,172
1,38,Intercept,0.30762465718221377,Logistic Regression,t,172
0,39,biomarker,-0.22945897373350624,Logistic Regression,t,172
1,39,Intercept,0.23630247161337017,Logistic Regression,t,172
0,40,biomarker,-0.38394897427094987,Logistic Regression,t,172
1,40,Intercept,0.1648157812415589,Logistic Regression,t,172
0,41,biomarker,0.13266037416830403,Logistic Regression,t,172
1,41,Intercept,-0.18401681444369677,Logistic Regression,t,172
0,42,biomarker,1.2703420904958274,Logistic Regression,t,172
1,42,Intercept,-0.7341437696762377,Logistic Regression,t,172
0,43,biomarker,0.6798652148623979,Logistic Regression,t,172
1,43,Intercept,-0.4093110677856434,Logistic Regression,t,172
0,44,biomarker,0.5530786503751348,Logistic Regression,t,172
1,44,Intercept,-0.19907574451115648,Logistic Regression,t,172
0,45,biomarker,0.18329152051545958,Logistic Regression,t,172
1,45,Intercept,-0.06922435319869714,Logistic Regression,t,172
0,46,biomarker,1.293435342448408,Logistic Regression,t,172
1,46,Intercept,-0.6683352906456187,Logistic Regression,t,172
0,47,biomarker,-0.04050037148773195,Logistic Regression,t,172
1,47,Intercept,0.1363315137291728,Logistic Regression,t,172
0,48,biomarker,0.43160565059476136,Logistic Regression,t,172
1,48,Intercept,-0.293912738134127,Logistic Regression,t,172
0,49,biomarker,-0.48841858613061523,Logistic Regression,t,172
1,49,Intercept,0.4078254959919656,Logistic Regression,t,172
0,50,biomarker,-0.3342094439511105,Logistic Regression,t,172
1,50,Intercept,0.09408620805909772,Logistic Regression,t,172
0,51,biomarker,-0.5112114674165413,Logistic Regression,t,172
1,51,Intercept,0.3076963436011991,Logistic Regression,t,172
0,52,biomarker,-2.0593727027105313,Logistic Regression,t,172
1,52,Intercept,1.097002470304721,Logistic Regression,t,172
0,53,biomarker,-0.8986997176507552,Logistic Regression,t,172
1,53,Intercept,0.24758143725088896,Logistic Regression,t,172
0,54,biomarker,-0.9814087915113705,Logistic Regression,t,172
1,54,Intercept,0.6066519269929067,Logistic Regression,t,172
0,55,biomarker,0.3449874647067993,Logistic Regression,t,172
1,55,Intercept,-0.19591441074277083,Logistic Regression,t,172
0,56,biomarker,-0.5372015288819534,Logistic Regression,t,172
1,56,Intercept,0.20148849862636345,Logistic Regression,t,172
0,57,biomarker,0.2639828125261151,Logistic Regression,t,172
1,57,Intercept,-0.060724059857468336,Logistic Regression,t,172
0,58,biomarker,0.30601225818158306,Logistic Regression,t,172
1,58,Intercept,-0.08290051052074254,Logistic Regression,t,172
0,59,biomarker,0.5822937886789502,Logistic Regression,t,172
1,59,Intercept,-0.36095059990259726,Logistic Regression,t,172
0,60,biomarker,-0.12203111550841389,Logistic Regression,t,172
1,60,Intercept,-0.05741756506796994,Logistic Regression,t,172
0,61,biomarker,2.014949168554906,Logistic Regression,t,172
1,61,Intercept,-0.9384219742403334,Logistic Regression,t,172
0,62,biomarker,-0.050537291661367736,Logistic Regression,t,172
1,62,Intercept,0.09715958468185494,Logistic Regression,t,172
0,63,biomarker,0.5096119436360614,Logistic Regression,t,172
1,63,Intercept,-0.19273429616848822,Logistic Regression,t,172
0,64,biomarker,-0.7538881292047028,Logistic Regression,t,172
1,64,Intercept,0.35170750738577017,Logistic Regression,t,172
