,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,0.775,0.625,0.5213008936278121,0.5101214574898785,0.3229155764870051,0.05357142857142857,t,95
1,1,Logistic Regression,0.8875,0.875,0.5457977213272325,0.547972972972973,0.5901000234333567,0.33333333333333337,t,95
2,2,Logistic Regression,1.0,1.0,0.6775101389232692,0.620782726045884,0.4142895299145299,0.19642857142857142,t,95
3,3,Logistic Regression,0.8928571428571428,0.85,0.5532642977555088,0.5204435204435205,0.3853785103785104,0.2857142857142857,t,95
4,4,Logistic Regression,0.95,0.9500000000000001,0.5934029144925538,0.5966735966735967,0.5086167800453514,0.5357142857142857,t,95
5,5,Logistic Regression,1.0,1.0,0.6659416631843341,0.5599173553719008,0.41666666666666663,0.8076923076923077,t,95
6,6,Logistic Regression,0.8928571428571428,0.8125,0.5659111543528327,0.5337837837837838,0.3271978021978022,0.2777777777777778,t,95
7,7,Logistic Regression,0.8875,0.875,0.49445491376384804,0.5040650406504065,0.6145399045399046,0.26,t,95
8,8,Logistic Regression,0.9166666666666666,0.9,0.5017360686998941,0.5184668989547038,0.9332546241637152,0.7727272727272727,t,95
9,9,Logistic Regression,0.7861904761904761,0.75,0.6186237273612167,0.6114958448753463,0.5968864468864469,0.5892857142857143,t,95
10,10,Logistic Regression,0.8041666666666667,0.8500000000000001,0.53376798062077,0.5031185031185031,0.8453093203093205,0.7962962962962963,t,95
11,11,Logistic Regression,0.7087301587301587,0.55,0.6004376216280759,0.5135135135135135,0.34543650793650793,0.3333333333333333,t,95
12,12,Logistic Regression,0.7470238095238095,0.75,0.5439871650200914,0.49238227146814406,0.5355654761904761,0.5,t,95
13,13,Logistic Regression,0.8875,0.875,0.5603029816651645,0.5291327913279134,0.8286247086247086,0.62,t,95
14,14,Logistic Regression,0.6845238095238095,0.5625,0.48642770558452053,0.49661246612466126,0.6531845931845932,0.36,t,95
15,15,Logistic Regression,1.0,1.0,0.5419638296284565,0.5851351351351352,0.6213743047076381,0.40740740740740744,t,95
16,16,Logistic Regression,0.6277777777777778,0.55,0.5204894288483672,0.47714681440443213,0.5982683982683983,0.5,t,95
17,17,Logistic Regression,0.8928571428571428,0.8125,0.5232176941752779,0.49595141700404854,0.7178571428571427,0.7321428571428571,t,95
18,18,Logistic Regression,0.6916666666666667,0.5625,0.5480753485296347,0.5222672064777328,0.5162202380952381,0.4464285714285714,t,95
19,19,Logistic Regression,0.65,0.5,0.5357002945216407,0.5216216216216216,0.6634818884818885,0.5,t,95
20,20,Logistic Regression,0.9266666666666665,0.9,0.5289289572871365,0.5301455301455301,0.5063183344433344,0.35714285714285715,t,95
21,21,Logistic Regression,0.8928571428571428,0.8125,0.5486687598895386,0.5682432432432433,0.6813390313390315,0.5925925925925927,t,95
22,22,Logistic Regression,0.8928571428571428,0.85,0.5902603497404771,0.5720221606648199,0.7301053113553113,0.625,t,95
23,23,Logistic Regression,0.6416666666666666,0.4666666666666667,0.5536049167462107,0.4931972789115646,0.15604395604395604,0.1388888888888889,t,95
24,24,Logistic Regression,0.9666666666666666,0.95,0.5192252046519781,0.5104166666666666,0.6658027158027159,0.5740740740740741,t,95
25,25,Logistic Regression,0.9166666666666666,0.875,0.6170667578924566,0.5544217687074829,0.2595238095238095,0.38636363636363635,t,95
26,26,Logistic Regression,0.6083333333333333,0.7,0.5321712091887626,0.5186980609418282,0.7552579365079365,0.6964285714285714,t,95
27,27,Logistic Regression,0.7678571428571428,0.7,0.5607314940818604,0.5086625086625086,0.5659340659340659,0.5,t,95
28,28,Logistic Regression,0.7708333333333333,0.8,0.5584840486977879,0.5415512465373962,0.4872061965811965,0.2857142857142857,t,95
29,29,Logistic Regression,0.9166666666666666,0.875,0.6262999380978983,0.5939189189189189,0.48738298738298735,0.5185185185185185,t,95
30,30,Logistic Regression,0.7470238095238095,0.6875,0.4887072934787211,0.5108108108108108,0.6205433455433456,0.4629629629629629,t,95
31,31,Logistic Regression,1.0,1.0,0.5113349567129942,0.5326388888888889,0.7793578643578642,0.6200000000000001,t,95
32,32,Logistic Regression,0.9166666666666666,0.9,0.4885321603860516,0.5308385308385308,0.7167819834486502,0.7037037037037037,t,95
33,33,Logistic Regression,0.7986111111111112,0.7000000000000001,0.597239713163462,0.47955647955647956,0.4649350649350649,0.4464285714285714,t,95
34,34,Logistic Regression,0.71,0.75,0.5211430201757394,0.5131578947368421,0.622169893598465,0.5714285714285714,t,95
35,35,Logistic Regression,0.8041666666666667,0.8125,0.5191542315209379,0.5738482384823849,0.593046398046398,0.30000000000000004,t,95
36,36,Logistic Regression,0.8041666666666667,0.8500000000000001,0.5824868120305737,0.5443213296398891,0.5950396825396825,0.4642857142857143,t,95
37,37,Logistic Regression,0.6678571428571428,0.5625,0.49862977490499055,0.50472334682861,0.6194104506604506,0.49999999999999994,t,95
38,38,Logistic Regression,0.775,0.625,0.5783538949265288,0.5250677506775068,0.2432967032967033,0.12,t,95
39,39,Logistic Regression,0.6916666666666667,0.625,0.5457456179088677,0.5020325203252033,0.3383333333333333,0.42,t,95
40,40,Logistic Regression,0.6783333333333333,0.55,0.5771734004326006,0.49618849618849614,0.7541666666666668,0.7142857142857142,t,95
41,41,Logistic Regression,0.8166666666666667,0.75,0.4802044086749537,0.49661246612466126,0.8558225108225107,0.68,t,95
42,42,Logistic Regression,0.8928571428571428,0.85,0.526031584896676,0.5686411149825783,0.8642662892662893,0.6590909090909092,t,95
43,43,Logistic Regression,0.8875,0.875,0.4941689881519987,0.5277027027027027,0.8781144781144783,0.7407407407407407,t,95
44,44,Logistic Regression,0.9666666666666666,0.95,0.524606374782609,0.5225225225225225,0.43005050505050507,0.4444444444444445,t,95
45,45,Logistic Regression,0.8583333333333333,0.75,0.521638649795786,0.5055401662049862,0.5977633477633477,0.625,t,95
46,46,Logistic Regression,0.8875,0.875,0.6114995973261383,0.601889338731444,0.5581807081807082,0.48214285714285715,t,95
47,47,Logistic Regression,0.9166666666666666,0.875,0.5121323397687418,0.5115176151761518,0.3673992673992673,0.44,t,95
48,48,Logistic Regression,0.7333333333333333,0.6875,0.4882120359811749,0.49999999999999994,0.4712728629395296,0.18518518518518517,t,95
49,49,Logistic Regression,0.8766666666666667,0.85,0.5114149209423964,0.49198606271777007,0.22257326007326006,0.25,t,95
50,50,Logistic Regression,0.5238095238095237,0.5,0.4980612097595072,0.5072765072765073,0.607960557960558,0.37037037037037035,t,95
51,51,Logistic Regression,0.925,0.8500000000000001,0.5628399919506675,0.5128205128205128,0.6996031746031746,0.7222222222222222,t,95
52,52,Logistic Regression,0.9666666666666666,0.95,0.5839845188018755,0.5682605682605683,0.6241092241092241,0.5740740740740741,t,95
53,53,Logistic Regression,0.7986111111111112,0.7000000000000001,0.5095369315009195,0.5266106442577031,0.8005332630332632,0.4166666666666667,t,95
54,54,Logistic Regression,0.7708333333333333,0.75,0.5181185521228722,0.5108401084010841,0.3148018648018648,0.38,t,95
55,55,Logistic Regression,0.7470238095238095,0.6875,0.4928921218635779,0.49190283400809715,0.6029963092463093,0.5714285714285714,t,95
56,56,Logistic Regression,0.8611111111111112,0.75,0.5028787247017871,0.5114345114345114,0.7284289784289786,0.6111111111111112,t,95
