,model,metric,performance_bootstrap,value,distribution,seed
0,Logistic Regression,roc_auc,0,0.46992793834690666,t,131
1,Logistic Regression,roc_auc,1,0.42784506774330616,t,131
2,Logistic Regression,roc_auc,2,0.46391918045811786,t,131
3,Logistic Regression,roc_auc,3,0.45153964238957195,t,131
4,Logistic Regression,roc_auc,4,0.4462002806176434,t,131
5,Logistic Regression,roc_auc,5,0.46244495697676846,t,131
6,Logistic Regression,roc_auc,6,0.4571556985254892,t,131
7,Logistic Regression,roc_auc,7,0.4575653354109745,t,131
8,Logistic Regression,roc_auc,8,0.4641219263242501,t,131
9,Logistic Regression,roc_auc,9,0.4443585357904888,t,131
10,Logistic Regression,roc_auc,10,0.44358935221794676,t,131
11,Logistic Regression,roc_auc,11,0.44593300626779253,t,131
12,Logistic Regression,roc_auc,12,0.45554612436689623,t,131
13,Logistic Regression,roc_auc,13,0.47242256492950296,t,131
14,Logistic Regression,roc_auc,14,0.4613109845009211,t,131
15,Logistic Regression,roc_auc,15,0.4562166329707933,t,131
16,Logistic Regression,roc_auc,16,0.4558049015601775,t,131
17,Logistic Regression,roc_auc,17,0.46103646730518233,t,131
18,Logistic Regression,roc_auc,18,0.466055534535353,t,131
19,Logistic Regression,roc_auc,19,0.4551130121839868,t,131
20,Logistic Regression,roc_auc,20,0.4705713462851291,t,131
21,Logistic Regression,roc_auc,21,0.45926511288468064,t,131
22,Logistic Regression,roc_auc,22,0.45537802927745635,t,131
23,Logistic Regression,roc_auc,23,0.4492129526524431,t,131
24,Logistic Regression,roc_auc,24,0.4739914251769203,t,131
25,Logistic Regression,roc_auc,25,0.44798413212435234,t,131
26,Logistic Regression,roc_auc,26,0.47278502747252743,t,131
27,Logistic Regression,roc_auc,27,0.46004548725145866,t,131
28,Logistic Regression,roc_auc,28,0.44318392014854757,t,131
29,Logistic Regression,roc_auc,29,0.46151828970176456,t,131
30,Logistic Regression,roc_auc,30,0.459127078207825,t,131
31,Logistic Regression,roc_auc,31,0.4623105592491896,t,131
32,Logistic Regression,roc_auc,32,0.46560698070576834,t,131
33,Logistic Regression,roc_auc,33,0.4840708778920669,t,131
34,Logistic Regression,roc_auc,34,0.45791112303600734,t,131
35,Logistic Regression,roc_auc,35,0.46157029201297833,t,131
36,Logistic Regression,roc_auc,36,0.4558433172792166,t,131
37,Logistic Regression,roc_auc,37,0.46536722342483405,t,131
38,Logistic Regression,roc_auc,38,0.4393294429670495,t,131
39,Logistic Regression,roc_auc,39,0.4581041305411053,t,131
40,Logistic Regression,roc_auc,40,0.46009137830725955,t,131
41,Logistic Regression,roc_auc,41,0.4253505302113316,t,131
42,Logistic Regression,roc_auc,42,0.44878739724393696,t,131
43,Logistic Regression,roc_auc,43,0.4453127916671852,t,131
44,Logistic Regression,roc_auc,44,0.46314951148234385,t,131
45,Logistic Regression,roc_auc,45,0.45359095860978005,t,131
46,Logistic Regression,roc_auc,46,0.4671613710887765,t,131
47,Logistic Regression,roc_auc,47,0.4709578252495543,t,131
48,Logistic Regression,roc_auc,48,0.47043025603646915,t,131
49,Logistic Regression,roc_auc,49,0.46105783254245486,t,131
50,Logistic Regression,average_precision,0,0.473016863509266,t,131
51,Logistic Regression,average_precision,1,0.4499022017561387,t,131
52,Logistic Regression,average_precision,2,0.47771031524203966,t,131
53,Logistic Regression,average_precision,3,0.47114472003221747,t,131
54,Logistic Regression,average_precision,4,0.46734316849102464,t,131
55,Logistic Regression,average_precision,5,0.4700093441963342,t,131
56,Logistic Regression,average_precision,6,0.4765515182053024,t,131
57,Logistic Regression,average_precision,7,0.4723913375910831,t,131
58,Logistic Regression,average_precision,8,0.47731597081628374,t,131
59,Logistic Regression,average_precision,9,0.4697197846296285,t,131
60,Logistic Regression,average_precision,10,0.47007102384667454,t,131
61,Logistic Regression,average_precision,11,0.47360813546082714,t,131
62,Logistic Regression,average_precision,12,0.47990381459905995,t,131
63,Logistic Regression,average_precision,13,0.48733731212009423,t,131
64,Logistic Regression,average_precision,14,0.4585094074568869,t,131
65,Logistic Regression,average_precision,15,0.4736786510540206,t,131
66,Logistic Regression,average_precision,16,0.47907045623727434,t,131
67,Logistic Regression,average_precision,17,0.4841901811592573,t,131
68,Logistic Regression,average_precision,18,0.4819360751420772,t,131
69,Logistic Regression,average_precision,19,0.492403674114409,t,131
70,Logistic Regression,average_precision,20,0.4711571252156859,t,131
71,Logistic Regression,average_precision,21,0.4665919090713204,t,131
72,Logistic Regression,average_precision,22,0.4783620967087846,t,131
73,Logistic Regression,average_precision,23,0.4835941680913328,t,131
74,Logistic Regression,average_precision,24,0.49064369845296035,t,131
75,Logistic Regression,average_precision,25,0.4722222026513041,t,131
76,Logistic Regression,average_precision,26,0.45972297941916856,t,131
77,Logistic Regression,average_precision,27,0.4919320120758772,t,131
78,Logistic Regression,average_precision,28,0.46832570373592025,t,131
79,Logistic Regression,average_precision,29,0.47030240204044327,t,131
80,Logistic Regression,average_precision,30,0.4734996961417317,t,131
81,Logistic Regression,average_precision,31,0.4732752679433516,t,131
82,Logistic Regression,average_precision,32,0.4924466229914076,t,131
83,Logistic Regression,average_precision,33,0.4860873755282651,t,131
84,Logistic Regression,average_precision,34,0.4824705901974854,t,131
85,Logistic Regression,average_precision,35,0.47404745594745906,t,131
86,Logistic Regression,average_precision,36,0.4824241784327134,t,131
87,Logistic Regression,average_precision,37,0.47718631006950807,t,131
88,Logistic Regression,average_precision,38,0.4618836347381386,t,131
89,Logistic Regression,average_precision,39,0.4693712464655091,t,131
90,Logistic Regression,average_precision,40,0.4762002047345838,t,131
91,Logistic Regression,average_precision,41,0.4681298274474205,t,131
92,Logistic Regression,average_precision,42,0.47694533782279586,t,131
93,Logistic Regression,average_precision,43,0.45891187282292056,t,131
94,Logistic Regression,average_precision,44,0.47746710896661604,t,131
95,Logistic Regression,average_precision,45,0.46418725714252956,t,131
96,Logistic Regression,average_precision,46,0.4809519999954759,t,131
97,Logistic Regression,average_precision,47,0.46746262376686054,t,131
98,Logistic Regression,average_precision,48,0.49543440089939744,t,131
99,Logistic Regression,average_precision,49,0.4792879006110337,t,131
