,model,metric,performance_bootstrap,value,distribution,seed
0,Logistic Regression,roc_auc,0,0.7731229911901403,t,188
1,Logistic Regression,roc_auc,1,0.7773203547895386,t,188
2,Logistic Regression,roc_auc,2,0.8003492445996643,t,188
3,Logistic Regression,roc_auc,3,0.7940660911366481,t,188
4,Logistic Regression,roc_auc,4,0.7802314013994774,t,188
5,Logistic Regression,roc_auc,5,0.7975576648871867,t,188
6,Logistic Regression,roc_auc,6,0.7910011662553957,t,188
7,Logistic Regression,roc_auc,7,0.7888317549521553,t,188
8,Logistic Regression,roc_auc,8,0.7874244310099573,t,188
9,Logistic Regression,roc_auc,9,0.7825555591147558,t,188
10,Logistic Regression,roc_auc,10,0.7946029452625729,t,188
11,Logistic Regression,roc_auc,11,0.7761320464569715,t,188
12,Logistic Regression,roc_auc,12,0.7812414563246204,t,188
13,Logistic Regression,roc_auc,13,0.7825935843731597,t,188
14,Logistic Regression,roc_auc,14,0.781762682606286,t,188
15,Logistic Regression,roc_auc,15,0.7946057178413093,t,188
16,Logistic Regression,roc_auc,16,0.7838771572592129,t,188
17,Logistic Regression,roc_auc,17,0.7994852418207682,t,188
18,Logistic Regression,roc_auc,18,0.8075609594519552,t,188
19,Logistic Regression,roc_auc,19,0.7933766262053601,t,188
20,Logistic Regression,roc_auc,20,0.7965256782128959,t,188
21,Logistic Regression,roc_auc,21,0.7916538246521314,t,188
22,Logistic Regression,roc_auc,22,0.800952095209521,t,188
23,Logistic Regression,roc_auc,23,0.8053327995195676,t,188
24,Logistic Regression,roc_auc,24,0.7820167157364739,t,188
25,Logistic Regression,roc_auc,25,0.7914055999260361,t,188
26,Logistic Regression,roc_auc,26,0.7831731242135866,t,188
27,Logistic Regression,roc_auc,27,0.7927435438484046,t,188
28,Logistic Regression,roc_auc,28,0.7952836255789467,t,188
29,Logistic Regression,roc_auc,29,0.7925846794557183,t,188
30,Logistic Regression,roc_auc,30,0.7873805657993163,t,188
31,Logistic Regression,roc_auc,31,0.8028564583880575,t,188
32,Logistic Regression,roc_auc,32,0.798240048305076,t,188
33,Logistic Regression,roc_auc,33,0.7899206311081222,t,188
34,Logistic Regression,roc_auc,34,0.7980529805564843,t,188
35,Logistic Regression,roc_auc,35,0.8093920120974917,t,188
36,Logistic Regression,roc_auc,36,0.7754940503828777,t,188
37,Logistic Regression,roc_auc,37,0.7832319036586238,t,188
38,Logistic Regression,roc_auc,38,0.7897594593392913,t,188
39,Logistic Regression,roc_auc,39,0.7868475918348117,t,188
40,Logistic Regression,roc_auc,40,0.793899549917165,t,188
41,Logistic Regression,roc_auc,41,0.7911300893267095,t,188
42,Logistic Regression,roc_auc,42,0.7926994954928681,t,188
43,Logistic Regression,roc_auc,43,0.7830741618283242,t,188
