,model,metric,performance_bootstrap,value,distribution,seed
0,Logistic Regression,roc_auc,0,0.9304989585760506,t,340
1,Logistic Regression,roc_auc,1,0.9379536166866483,t,340
2,Logistic Regression,roc_auc,2,0.9300364133495171,t,340
3,Logistic Regression,roc_auc,3,0.9286399369951075,t,340
4,Logistic Regression,roc_auc,4,0.9334046952968729,t,340
5,Logistic Regression,roc_auc,5,0.9321555301337077,t,340
6,Logistic Regression,roc_auc,6,0.9306833616600649,t,340
7,Logistic Regression,roc_auc,7,0.9208268533552249,t,340
8,Logistic Regression,roc_auc,8,0.9261384246088192,t,340
9,Logistic Regression,roc_auc,9,0.9283083655440949,t,340
10,Logistic Regression,roc_auc,10,0.9293541539316477,t,340
11,Logistic Regression,roc_auc,11,0.9303874317998788,t,340
12,Logistic Regression,roc_auc,12,0.9348104509904774,t,340
13,Logistic Regression,roc_auc,13,0.9192742141579351,t,340
14,Logistic Regression,roc_auc,14,0.9363210786176478,t,340
15,Logistic Regression,roc_auc,15,0.9246316070178557,t,340
16,Logistic Regression,roc_auc,16,0.9251473771145411,t,340
17,Logistic Regression,roc_auc,17,0.9311433143669986,t,340
18,Logistic Regression,roc_auc,18,0.9373290194245938,t,340
19,Logistic Regression,roc_auc,19,0.9287912416169883,t,340
20,Logistic Regression,roc_auc,20,0.9247425995851701,t,340
21,Logistic Regression,roc_auc,21,0.9333055812395845,t,340
22,Logistic Regression,roc_auc,22,0.9281505928370615,t,340
23,Logistic Regression,roc_auc,23,0.9285321233554644,t,340
24,Logistic Regression,roc_auc,24,0.9295168224099675,t,340
25,Logistic Regression,roc_auc,25,0.9331492827628388,t,340
26,Logistic Regression,roc_auc,26,0.930620260100029,t,340
27,Logistic Regression,roc_auc,27,0.9404141911103545,t,340
28,Logistic Regression,roc_auc,28,0.9283748246104095,t,340
29,Logistic Regression,roc_auc,29,0.9250648165930478,t,340
30,Logistic Regression,roc_auc,30,0.9220073612847624,t,340
31,Logistic Regression,roc_auc,31,0.9417952379619,t,340
32,Logistic Regression,roc_auc,32,0.9287806925535753,t,340
