,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,1.0,1.0,0.9347971219467268,0.9194444444444445,0.9666666666666666,0.98,t,112
1,1,Logistic Regression,1.0,1.0,0.9377831081059791,0.9184668989547038,1.0,1.0,t,112
2,2,Logistic Regression,1.0,1.0,0.9531218641172894,0.9409722222222222,0.8811979686979686,0.76,t,112
3,3,Logistic Regression,1.0,1.0,0.9421743327092027,0.923611111111111,0.9484126984126984,0.9629629629629629,t,112
4,4,Logistic Regression,1.0,1.0,0.9359333230668714,0.9298611111111111,0.9558119658119658,0.9,t,112
5,5,Logistic Regression,1.0,1.0,0.9352152572661516,0.9277777777777778,0.9733333333333333,0.9400000000000001,t,112
6,6,Logistic Regression,1.0,1.0,0.9261346722788191,0.9291666666666667,0.9666666666666667,0.9,t,112
7,7,Logistic Regression,1.0,1.0,0.9182531012760287,0.9037396121883656,1.0,1.0,t,112
8,8,Logistic Regression,1.0,1.0,0.9354066670524576,0.9312499999999999,0.9833333333333333,0.96,t,112
9,9,Logistic Regression,1.0,1.0,0.937884604389118,0.9354166666666666,0.9187698412698412,0.8200000000000001,t,112
10,10,Logistic Regression,1.0,1.0,0.9478266740024459,0.9452529452529453,0.8966810966810967,0.7962962962962963,t,112
11,11,Logistic Regression,1.0,1.0,0.9424490771912887,0.9245152354570637,0.9093537414965986,0.9285714285714286,t,112
12,12,Logistic Regression,1.0,1.0,0.927462042491403,0.9205574912891986,0.9841597796143251,0.9545454545454546,t,112
13,13,Logistic Regression,1.0,1.0,0.929209448552991,0.9166666666666667,0.9626543209876544,0.9444444444444444,t,112
14,14,Logistic Regression,1.0,1.0,0.9322430785138405,0.920997920997921,0.9480519480519478,0.9285714285714286,t,112
15,15,Logistic Regression,1.0,1.0,0.9356329951974778,0.9217451523545706,0.9999999999999998,1.0,t,112
16,16,Logistic Regression,1.0,1.0,0.9264933749631048,0.914819944598338,1.0,1.0,t,112
17,17,Logistic Regression,1.0,1.0,0.9308187214794768,0.9244629244629244,0.959375,0.9464285714285714,t,112
18,18,Logistic Regression,1.0,1.0,0.9208389779084196,0.9118055555555555,0.9888888888888889,0.9814814814814815,t,112
19,19,Logistic Regression,1.0,1.0,0.9349847414835011,0.9215277777777778,0.9282627865961199,0.9074074074074074,t,112
20,20,Logistic Regression,1.0,1.0,0.924420056878398,0.9163292847503374,1.0,1.0,t,112
21,21,Logistic Regression,1.0,1.0,0.9225761683804501,0.9140679140679141,0.9765432098765432,0.962962962962963,t,112
22,22,Logistic Regression,1.0,1.0,0.9214143173168341,0.9051246537396122,0.9821428571428572,0.9821428571428571,t,112
23,23,Logistic Regression,1.0,1.0,0.9406615789476751,0.93000693000693,0.8857142857142857,0.8888888888888888,t,112
