,bootstrap,feature,importance,model,distribution,seed
0,0,biomarker,10.625681165218438,Logistic Regression,normal,49
1,0,Intercept,-5.153341270549241,Logistic Regression,normal,49
0,1,biomarker,9.197234141206799,Logistic Regression,normal,49
1,1,Intercept,-4.468872810421833,Logistic Regression,normal,49
0,2,biomarker,9.677655983892961,Logistic Regression,normal,49
1,2,Intercept,-4.800966154250112,Logistic Regression,normal,49
0,3,biomarker,11.825506686343079,Logistic Regression,normal,49
1,3,Intercept,-5.712985738859131,Logistic Regression,normal,49
0,4,biomarker,9.256180080833929,Logistic Regression,normal,49
1,4,Intercept,-4.5784673447940545,Logistic Regression,normal,49
0,5,biomarker,9.416304667281624,Logistic Regression,normal,49
1,5,Intercept,-4.782502735656119,Logistic Regression,normal,49
0,6,biomarker,9.242952086739313,Logistic Regression,normal,49
1,6,Intercept,-4.741948426702614,Logistic Regression,normal,49
0,7,biomarker,8.71715251383917,Logistic Regression,normal,49
1,7,Intercept,-5.018736285509125,Logistic Regression,normal,49
0,8,biomarker,9.800892348819378,Logistic Regression,normal,49
1,8,Intercept,-5.126121483352212,Logistic Regression,normal,49
0,9,biomarker,10.061766851832397,Logistic Regression,normal,49
1,9,Intercept,-5.020671045176135,Logistic Regression,normal,49
0,10,biomarker,10.30251231740928,Logistic Regression,normal,49
1,10,Intercept,-5.080150174815981,Logistic Regression,normal,49
0,11,biomarker,9.121146993522142,Logistic Regression,normal,49
1,11,Intercept,-4.604418411316171,Logistic Regression,normal,49
0,12,biomarker,11.805316782667456,Logistic Regression,normal,49
1,12,Intercept,-6.317645790606092,Logistic Regression,normal,49
0,13,biomarker,10.791981382941355,Logistic Regression,normal,49
1,13,Intercept,-5.549458497718916,Logistic Regression,normal,49
0,14,biomarker,10.148663479496623,Logistic Regression,normal,49
1,14,Intercept,-5.002967165051913,Logistic Regression,normal,49
0,15,biomarker,9.177990114117149,Logistic Regression,normal,49
1,15,Intercept,-4.598141435892325,Logistic Regression,normal,49
0,16,biomarker,12.186232914911553,Logistic Regression,normal,49
1,16,Intercept,-6.0782894626725374,Logistic Regression,normal,49
0,17,biomarker,11.082864911845908,Logistic Regression,normal,49
1,17,Intercept,-5.527943020393963,Logistic Regression,normal,49
0,18,biomarker,9.531132964035075,Logistic Regression,normal,49
1,18,Intercept,-4.86946976833831,Logistic Regression,normal,49
0,19,biomarker,8.767630087262333,Logistic Regression,normal,49
1,19,Intercept,-3.523576979538056,Logistic Regression,normal,49
0,20,biomarker,9.088681322932958,Logistic Regression,normal,49
1,20,Intercept,-4.762786265243889,Logistic Regression,normal,49
0,21,biomarker,8.170587370633521,Logistic Regression,normal,49
1,21,Intercept,-3.2652389453228277,Logistic Regression,normal,49
0,22,biomarker,7.5060268931331136,Logistic Regression,normal,49
