,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,1.0,1.0,0.9355987684274611,0.9354166666666667,1.0,1.0,normal,116
1,1,Logistic Regression,1.0,1.0,0.9254303363467031,0.9226480836236934,1.0,1.0,normal,116
2,2,Logistic Regression,1.0,1.0,0.9434099705181526,0.9534722222222223,0.9697979797979798,0.9400000000000001,normal,116
3,3,Logistic Regression,1.0,1.0,0.9433920498379057,0.9458333333333333,0.9583333333333334,0.962962962962963,normal,116
4,4,Logistic Regression,1.0,1.0,0.9393259859410793,0.9479166666666667,0.9572979797979797,0.92,normal,116
5,5,Logistic Regression,1.0,1.0,0.9184704555980403,0.9326388888888889,1.0,1.0,normal,116
6,6,Logistic Regression,1.0,1.0,0.906199371037008,0.9222222222222222,1.0,1.0,normal,116
7,7,Logistic Regression,1.0,1.0,0.9391654835364529,0.943213296398892,1.0,1.0,normal,116
8,8,Logistic Regression,1.0,1.0,0.9345051839847109,0.9451388888888889,0.9809090909090908,0.9600000000000001,normal,116
9,9,Logistic Regression,1.0,1.0,0.9542626465401209,0.9590277777777778,0.865588023088023,0.8,normal,116
10,10,Logistic Regression,1.0,1.0,0.9535094570093665,0.9556479556479557,0.8321348404681739,0.8333333333333334,normal,116
11,11,Logistic Regression,1.0,1.0,0.9336449152605312,0.9376731301939059,0.9999999999999998,1.0,normal,116
12,12,Logistic Regression,1.0,1.0,0.9390659201861762,0.9470383275261325,0.9254656959202414,0.8409090909090909,normal,116
13,13,Logistic Regression,1.0,1.0,0.9214668154405201,0.927927927927928,1.0,1.0,normal,116
14,14,Logistic Regression,1.0,1.0,0.9424518223240907,0.9473319473319474,0.947845804988662,0.9464285714285714,normal,116
15,15,Logistic Regression,1.0,1.0,0.9408603773720106,0.9466759002770083,0.9821428571428572,0.9821428571428571,normal,116
16,16,Logistic Regression,1.0,1.0,0.939200606304362,0.9431739431739432,1.0,1.0,normal,116
17,17,Logistic Regression,1.0,1.0,0.9374824980118891,0.943213296398892,0.975,0.9642857142857143,normal,116
18,18,Logistic Regression,1.0,1.0,0.9234076135610609,0.9376299376299376,1.0,1.0,normal,116
