,model,metric,performance_bootstrap,value,distribution,seed
0,Logistic Regression,roc_auc,0,0.7674236185346782,normal,88
1,Logistic Regression,roc_auc,1,0.769516603031972,normal,88
2,Logistic Regression,roc_auc,2,0.7590518929119524,normal,88
3,Logistic Regression,roc_auc,3,0.7984852336727727,normal,88
4,Logistic Regression,roc_auc,4,0.7580682619001858,normal,88
5,Logistic Regression,roc_auc,5,0.7721468335497846,normal,88
6,Logistic Regression,roc_auc,6,0.7659635651858541,normal,88
7,Logistic Regression,roc_auc,7,0.7577545281324019,normal,88
8,Logistic Regression,roc_auc,8,0.7709668385490754,normal,88
9,Logistic Regression,roc_auc,9,0.7698505491845872,normal,88
10,Logistic Regression,roc_auc,10,0.7655419838844123,normal,88
11,Logistic Regression,roc_auc,11,0.77122670440303,normal,88
12,Logistic Regression,roc_auc,12,0.7709168066625443,normal,88
13,Logistic Regression,roc_auc,13,0.7874451938354871,normal,88
14,Logistic Regression,roc_auc,14,0.7880698189459425,normal,88
15,Logistic Regression,roc_auc,15,0.7743637151523906,normal,88
16,Logistic Regression,roc_auc,16,0.7748258351369824,normal,88
17,Logistic Regression,roc_auc,17,0.7810815256045519,normal,88
18,Logistic Regression,roc_auc,18,0.7936864401316226,normal,88
19,Logistic Regression,roc_auc,19,0.7586119372930501,normal,88
20,Logistic Regression,roc_auc,20,0.7806250558792537,normal,88
21,Logistic Regression,roc_auc,21,0.7794028763444087,normal,88
22,Logistic Regression,roc_auc,22,0.7757451300685624,normal,88
23,Logistic Regression,roc_auc,23,0.7689622882816757,normal,88
24,Logistic Regression,roc_auc,24,0.778829845110087,normal,88
25,Logistic Regression,roc_auc,25,0.7819396340205819,normal,88
26,Logistic Regression,roc_auc,26,0.785232542457976,normal,88
27,Logistic Regression,roc_auc,27,0.7820978553500241,normal,88
28,Logistic Regression,roc_auc,28,0.7697848569172054,normal,88
29,Logistic Regression,roc_auc,29,0.7887672577513177,normal,88
30,Logistic Regression,roc_auc,30,0.7830923351878035,normal,88
31,Logistic Regression,roc_auc,31,0.7700970568273792,normal,88
32,Logistic Regression,roc_auc,32,0.7715828849566414,normal,88
33,Logistic Regression,roc_auc,33,0.7786660297228583,normal,88
34,Logistic Regression,roc_auc,34,0.7773777932712489,normal,88
35,Logistic Regression,roc_auc,35,0.7729714463618573,normal,88
36,Logistic Regression,roc_auc,36,0.7757139696360068,normal,88
37,Logistic Regression,roc_auc,37,0.7887350172155633,normal,88
38,Logistic Regression,roc_auc,38,0.7701751811835846,normal,88
39,Logistic Regression,roc_auc,39,0.7794413399875821,normal,88
40,Logistic Regression,roc_auc,40,0.7815764786861801,normal,88
41,Logistic Regression,roc_auc,41,0.7767476757143092,normal,88
42,Logistic Regression,roc_auc,42,0.7952896070108175,normal,88
43,Logistic Regression,roc_auc,43,0.7673744521288707,normal,88
