,bootstrap,feature,importance,model,distribution,seed
0,0,biomarker,0.7825792677030585,Logistic Regression,normal,86
1,0,Intercept,-0.25069152283515794,Logistic Regression,normal,86
0,1,biomarker,0.8603626822104675,Logistic Regression,normal,86
1,1,Intercept,-0.24584484356355205,Logistic Regression,normal,86
0,2,biomarker,0.8308315979487101,Logistic Regression,normal,86
1,2,Intercept,-0.5028006252808401,Logistic Regression,normal,86
0,3,biomarker,-0.24495557070902252,Logistic Regression,normal,86
1,3,Intercept,0.19112280599169199,Logistic Regression,normal,86
0,4,biomarker,0.24996754334205556,Logistic Regression,normal,86
1,4,Intercept,-0.23632621362145828,Logistic Regression,normal,86
0,5,biomarker,0.32141362027014614,Logistic Regression,normal,86
1,5,Intercept,-0.2719455087036365,Logistic Regression,normal,86
0,6,biomarker,0.6981735214882479,Logistic Regression,normal,86
1,6,Intercept,-0.46060508871543726,Logistic Regression,normal,86
0,7,biomarker,0.1298948959625357,Logistic Regression,normal,86
1,7,Intercept,-0.08583630559825195,Logistic Regression,normal,86
0,8,biomarker,-0.1138083352359664,Logistic Regression,normal,86
1,8,Intercept,-0.06293164507972285,Logistic Regression,normal,86
0,9,biomarker,0.3080929782277104,Logistic Regression,normal,86
1,9,Intercept,-0.26451056561334735,Logistic Regression,normal,86
0,10,biomarker,0.8550277631572607,Logistic Regression,normal,86
1,10,Intercept,-0.45220092983628407,Logistic Regression,normal,86
0,11,biomarker,-0.4993125088144354,Logistic Regression,normal,86
1,11,Intercept,0.26315794919758356,Logistic Regression,normal,86
0,12,biomarker,0.9827806822033712,Logistic Regression,normal,86
1,12,Intercept,-0.6207902247090127,Logistic Regression,normal,86
0,13,biomarker,0.3671883946360431,Logistic Regression,normal,86
1,13,Intercept,-0.24252115256062806,Logistic Regression,normal,86
0,14,biomarker,-0.10909064944170774,Logistic Regression,normal,86
1,14,Intercept,0.07574725597645018,Logistic Regression,normal,86
0,15,biomarker,1.9127244853460001,Logistic Regression,normal,86
1,15,Intercept,-0.8529456358139016,Logistic Regression,normal,86
0,16,biomarker,0.5242057955435152,Logistic Regression,normal,86
1,16,Intercept,-0.28086644796612664,Logistic Regression,normal,86
0,17,biomarker,0.9244029160580686,Logistic Regression,normal,86
1,17,Intercept,-0.46206599889599487,Logistic Regression,normal,86
0,18,biomarker,1.201285020369828,Logistic Regression,normal,86
1,18,Intercept,-0.6421198147542427,Logistic Regression,normal,86
0,19,biomarker,0.07797459112729792,Logistic Regression,normal,86
1,19,Intercept,-0.10722892576383242,Logistic Regression,normal,86
