,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,0.9666666666666666,0.95,0.8364835309071142,0.7965277777777778,0.5885281385281385,0.76,normal,433
1,1,Logistic Regression,1.0,1.0,0.8411193532769937,0.8040816326530611,0.5560897435897436,0.5681818181818181,normal,433
2,2,Logistic Regression,1.0,1.0,0.7680371379157286,0.7722222222222223,0.8752888777888778,0.78,normal,433
3,3,Logistic Regression,1.0,1.0,0.8151468056804286,0.7844594594594595,0.7708333333333333,0.7407407407407408,normal,433
4,4,Logistic Regression,1.0,1.0,0.783544232115282,0.7840277777777778,0.8961247086247085,0.74,normal,433
5,5,Logistic Regression,1.0,1.0,0.7397889845008206,0.7574525745257453,0.9295482295482295,0.8200000000000001,normal,433
6,6,Logistic Regression,1.0,1.0,0.7631755003933257,0.7826388888888889,0.9133866133866134,0.78,normal,433
7,7,Logistic Regression,0.9428571428571428,0.9,0.8237949938327205,0.7941787941787941,0.7875381562881564,0.7857142857142857,normal,433
8,8,Logistic Regression,0.95,0.9500000000000001,0.753946124237208,0.7687499999999999,0.9406593406593405,0.8400000000000001,normal,433
9,9,Logistic Regression,1.0,1.0,0.7668099543995811,0.77710027100271,0.9651515151515152,0.92,normal,433
10,10,Logistic Regression,0.95,0.9500000000000001,0.7667191840081509,0.7623007623007624,0.9459876543209877,0.9074074074074074,normal,433
11,11,Logistic Regression,1.0,1.0,0.8351258959524508,0.7837837837837837,0.7295918367346939,0.8392857142857143,normal,433
12,12,Logistic Regression,1.0,1.0,0.7648027392817667,0.7818428184281843,0.8975996225996226,0.7045454545454546,normal,433
13,13,Logistic Regression,1.0,1.0,0.7560763054475357,0.7655405405405405,0.9380952380952383,0.8703703703703703,normal,433
14,14,Logistic Regression,1.0,1.0,0.7901213862454833,0.7873961218836564,0.7325757575757574,0.7321428571428571,normal,433
15,15,Logistic Regression,1.0,1.0,0.8482702562374802,0.8185595567867036,0.6317159031444746,0.6071428571428572,normal,433
16,16,Logistic Regression,1.0,1.0,0.782076322412495,0.760387811634349,0.8928952991452992,0.8392857142857143,normal,433
17,17,Logistic Regression,1.0,1.0,0.7745122990381703,0.7692307692307693,0.9362980769230769,0.8928571428571428,normal,433
18,18,Logistic Regression,1.0,1.0,0.7551658777100121,0.7408177408177409,0.9435897435897438,0.888888888888889,normal,433
19,19,Logistic Regression,1.0,1.0,0.7868072004883999,0.7851697851697851,0.838827838827839,0.7407407407407408,normal,433
20,20,Logistic Regression,1.0,1.0,0.8076366416416054,0.7887989203778677,0.7981351981351982,0.75,normal,433
21,21,Logistic Regression,1.0,1.0,0.7605200712804516,0.7680555555555555,0.8898148148148151,0.8148148148148148,normal,433
22,22,Logistic Regression,1.0,1.0,0.8019127914830757,0.7747747747747747,0.8273809523809523,0.8214285714285714,normal,433
23,23,Logistic Regression,1.0,1.0,0.7993854375858612,0.782638888888889,0.8021978021978021,0.7037037037037037,normal,433
24,24,Logistic Regression,0.95,0.9500000000000001,0.7880633435407479,0.7699237699237699,0.9123376623376622,0.8928571428571428,normal,433
25,25,Logistic Regression,1.0,1.0,0.8238831983422567,0.7967479674796748,0.8242424242424242,0.8400000000000001,normal,433
26,26,Logistic Regression,1.0,1.0,0.7912211574002801,0.7851697851697852,0.8538690476190476,0.8035714285714286,normal,433
27,27,Logistic Regression,1.0,1.0,0.8125411584416686,0.8011088011088011,0.6791056166056165,0.7222222222222222,normal,433
28,28,Logistic Regression,1.0,1.0,0.7675413153249437,0.7685377685377686,0.9108175774842442,0.8333333333333334,normal,433
29,29,Logistic Regression,1.0,1.0,0.759431320678261,0.7506756756756757,0.9467813051146385,0.9259259259259259,normal,433
30,30,Logistic Regression,0.95,0.9500000000000001,0.8152798754389334,0.8011088011088011,0.7500832500832499,0.6785714285714286,normal,433
31,31,Logistic Regression,1.0,1.0,0.7928079199334739,0.7879417879417879,0.8671075837742506,0.7777777777777777,normal,433
32,32,Logistic Regression,1.0,1.0,0.7941712929705573,0.7907137907137907,0.8419753086419755,0.7407407407407408,normal,433
33,33,Logistic Regression,1.0,1.0,0.8300847563453627,0.7782312925170067,0.4444444444444445,0.8055555555555556,normal,433
34,34,Logistic Regression,0.95,0.9500000000000001,0.7747264485124267,0.7527700831024929,0.9305555555555556,0.8928571428571429,normal,433
35,35,Logistic Regression,1.0,1.0,0.7334334192132121,0.7506756756756757,0.9534662867996202,0.9074074074074074,normal,433
36,36,Logistic Regression,1.0,1.0,0.7655218801145476,0.7470547470547471,0.8806122448979592,0.875,normal,433
37,37,Logistic Regression,1.0,1.0,0.8030713497867363,0.7624653739612188,0.8121315192743763,0.875,normal,433
38,38,Logistic Regression,1.0,1.0,0.7833435212347002,0.768005540166205,0.9123376623376622,0.8928571428571428,normal,433
39,39,Logistic Regression,1.0,1.0,0.8523531644777546,0.8381944444444445,0.5102564102564102,0.52,normal,433
40,40,Logistic Regression,1.0,1.0,0.7704406840820495,0.7736486486486487,0.9030253696920365,0.8333333333333334,normal,433
41,41,Logistic Regression,1.0,1.0,0.7878771909734644,0.7881241565452092,0.8516865079365079,0.7857142857142857,normal,433
42,42,Logistic Regression,1.0,1.0,0.7671975345768354,0.7664587664587664,0.9172278338945008,0.8518518518518519,normal,433
43,43,Logistic Regression,1.0,1.0,0.7831671725998269,0.7700831024930748,0.8860479797979799,0.8571428571428571,normal,433
44,44,Logistic Regression,1.0,1.0,0.7989425353828256,0.8006944444444445,0.8491452991452992,0.7407407407407407,normal,433
45,45,Logistic Regression,1.0,1.0,0.8348652939962151,0.7957063711911357,0.7654761904761904,0.75,normal,433
46,46,Logistic Regression,1.0,1.0,0.7875628201070802,0.7922437673130194,0.7805215617715617,0.6428571428571428,normal,433
47,47,Logistic Regression,1.0,1.0,0.7685771383501421,0.7456140350877194,0.8976190476190475,0.8928571428571428,normal,433
48,48,Logistic Regression,1.0,1.0,0.8358900787997403,0.8089430894308943,0.6976190476190476,0.74,normal,433
49,49,Logistic Regression,1.0,1.0,0.7616283215847375,0.7493055555555556,0.9436868686868689,0.9074074074074074,normal,433
50,50,Logistic Regression,0.95,0.9500000000000001,0.7796275041781869,0.7728531855955678,0.8752185314685315,0.8035714285714285,normal,433
51,51,Logistic Regression,1.0,1.0,0.8539603389249092,0.7986486486486487,0.5444444444444444,0.6666666666666666,normal,433
52,52,Logistic Regression,1.0,1.0,0.7812737982806248,0.7912162162162163,0.8622895622895626,0.7592592592592593,normal,433
53,53,Logistic Regression,0.9666666666666666,0.95,0.8241475584968921,0.78125,0.7433333333333334,0.8400000000000001,normal,433
54,54,Logistic Regression,1.0,1.0,0.7798429468889275,0.7777777777777778,0.8527777777777779,0.7592592592592593,normal,433
55,55,Logistic Regression,1.0,1.0,0.8369467473916303,0.811740890688259,0.7038690476190477,0.6607142857142857,normal,433
56,56,Logistic Regression,1.0,1.0,0.7859369518175408,0.7604588394062078,0.9038342609771179,0.8928571428571428,normal,433
57,57,Logistic Regression,1.0,1.0,0.7624546448220986,0.7591093117408907,0.9248511904761905,0.8928571428571429,normal,433
58,58,Logistic Regression,1.0,1.0,0.7947964270021215,0.7714681440443213,0.7798185941043083,0.8392857142857143,normal,433
59,59,Logistic Regression,1.0,1.0,0.8381285736254143,0.8002699055330633,0.5893554362304363,0.5892857142857143,normal,433
60,60,Logistic Regression,1.0,1.0,0.801129419861091,0.7914067914067915,0.7877185314685314,0.7321428571428572,normal,433
61,61,Logistic Regression,1.0,1.0,0.7998661691991562,0.7887989203778678,0.8001443001443,0.7142857142857142,normal,433
62,62,Logistic Regression,1.0,1.0,0.8015428426554444,0.7658536585365853,0.8333333333333333,0.8181818181818181,normal,433
63,63,Logistic Regression,0.9666666666666666,0.95,0.7969734039076989,0.7722222222222223,0.8999999999999999,0.9,normal,433
64,64,Logistic Regression,0.95,0.9375,0.7805971598629295,0.7746288798920378,0.9472222222222222,0.9285714285714286,normal,433
65,65,Logistic Regression,1.0,1.0,0.7752425573363035,0.7638326585695007,0.8864468864468864,0.8392857142857142,normal,433
66,66,Logistic Regression,0.95,0.9500000000000001,0.7852704465296793,0.76992376992377,0.9216200466200468,0.851851851851852,normal,433
67,67,Logistic Regression,1.0,1.0,0.7554260522363796,0.7550607287449392,0.9340659340659339,0.8928571428571428,normal,433
68,68,Logistic Regression,1.0,1.0,0.8099542418289631,0.7512127512127511,0.8260204081632654,0.8928571428571429,normal,433
69,69,Logistic Regression,1.0,1.0,0.7883313421361494,0.7733887733887733,0.8468864468864468,0.7321428571428571,normal,433
70,70,Logistic Regression,1.0,1.0,0.7982721774167275,0.7726957726957727,0.8722222222222222,0.888888888888889,normal,433
71,71,Logistic Regression,1.0,1.0,0.8185709641646414,0.7844767844767845,0.6378306878306879,0.7222222222222222,normal,433
72,72,Logistic Regression,1.0,1.0,0.8195203661107172,0.7756756756756757,0.6968253968253968,0.8518518518518519,normal,433
73,73,Logistic Regression,1.0,1.0,0.7716874837300369,0.7693905817174516,0.9129464285714286,0.8571428571428571,normal,433
74,74,Logistic Regression,0.95,0.9500000000000001,0.8116014635441148,0.8215277777777777,0.7611272061272061,0.49999999999999994,normal,433
75,75,Logistic Regression,1.0,1.0,0.8340667223192197,0.8083670715249663,0.6804945054945055,0.6964285714285714,normal,433
76,76,Logistic Regression,0.95,0.9500000000000001,0.7718823692023566,0.7694444444444445,0.9532467532467531,0.8800000000000001,normal,433
77,77,Logistic Regression,1.0,1.0,0.8017194238432227,0.7722222222222223,0.8392857142857143,0.8799999999999999,normal,433
78,78,Logistic Regression,1.0,1.0,0.76895895730397,0.7930313588850174,0.8128134491770855,0.5454545454545454,normal,433
79,79,Logistic Regression,1.0,1.0,0.7938029203783893,0.7797783933518005,0.7529761904761906,0.6964285714285714,normal,433
80,80,Logistic Regression,0.95,0.9500000000000001,0.8009865210025229,0.7900207900207901,0.8517316017316017,0.8035714285714286,normal,433
81,81,Logistic Regression,1.0,1.0,0.8343213821696867,0.8081081081081082,0.7807470307470308,0.7222222222222223,normal,433
82,82,Logistic Regression,1.0,1.0,0.8110481225042989,0.8024948024948024,0.8422990589657258,0.7592592592592593,normal,433
83,83,Logistic Regression,0.9666666666666666,0.95,0.8039331932862913,0.7770833333333333,0.885,0.9199999999999999,normal,433
84,84,Logistic Regression,1.0,1.0,0.7736460266194262,0.7577597840755737,0.9126984126984127,0.875,normal,433
85,85,Logistic Regression,1.0,1.0,0.7880332169063162,0.767881241565452,0.8857142857142857,0.875,normal,433
86,86,Logistic Regression,1.0,1.0,0.754422245113926,0.7617728531855956,0.8306122448979592,0.7678571428571428,normal,433
87,87,Logistic Regression,1.0,1.0,0.8003814830272511,0.7728531855955679,0.7881880024737167,0.8035714285714286,normal,433
88,88,Logistic Regression,1.0,1.0,0.8212416967662172,0.782312925170068,0.8611111111111112,0.8863636363636362,normal,433
89,89,Logistic Regression,1.0,1.0,0.7991842200150127,0.7908587257617729,0.7488553113553114,0.6071428571428572,normal,433
90,90,Logistic Regression,1.0,1.0,0.8151447320133306,0.7895833333333333,0.7158119658119657,0.6851851851851851,normal,433
91,91,Logistic Regression,1.0,1.0,0.8437729329309412,0.8090277777777778,0.7294973544973544,0.7407407407407407,normal,433
92,92,Logistic Regression,1.0,1.0,0.793976169408252,0.7860998650472334,0.8274170274170274,0.7857142857142857,normal,433
93,93,Logistic Regression,1.0,1.0,0.7987071587495485,0.7685377685377685,0.7659090909090909,0.7777777777777777,normal,433
94,94,Logistic Regression,1.0,1.0,0.7395309160506283,0.7365853658536585,0.9777495232040687,0.9318181818181819,normal,433
95,95,Logistic Regression,1.0,1.0,0.7792837617848685,0.7854166666666668,0.842786842786843,0.7037037037037037,normal,433
96,96,Logistic Regression,1.0,1.0,0.7780850557335742,0.7597222222222222,0.9263455988455987,0.8800000000000001,normal,433
97,97,Logistic Regression,1.0,1.0,0.8155109223225624,0.8002699055330633,0.7728375790875791,0.7142857142857143,normal,433
98,98,Logistic Regression,0.95,0.9500000000000001,0.7701202138351126,0.7666666666666667,0.9669230769230769,0.92,normal,433
