,bootstrap,feature,importance,model,distribution,seed
0,0,biomarker,-6.556506707321234,Logistic Regression,normal,41
1,0,Intercept,3.0073740242911415,Logistic Regression,normal,41
0,1,biomarker,-5.14826656257539,Logistic Regression,normal,41
1,1,Intercept,2.3320371532459285,Logistic Regression,normal,41
0,2,biomarker,-6.343172383544158,Logistic Regression,normal,41
1,2,Intercept,2.658083007449331,Logistic Regression,normal,41
0,3,biomarker,-7.519459517436836,Logistic Regression,normal,41
1,3,Intercept,3.4543281454485077,Logistic Regression,normal,41
0,4,biomarker,-6.493557676295525,Logistic Regression,normal,41
1,4,Intercept,2.7115483913310783,Logistic Regression,normal,41
0,5,biomarker,-5.7384710792457,Logistic Regression,normal,41
1,5,Intercept,2.3412137578947947,Logistic Regression,normal,41
0,6,biomarker,-5.132018037715139,Logistic Regression,normal,41
1,6,Intercept,2.0357668115721066,Logistic Regression,normal,41
0,7,biomarker,-6.030729874080757,Logistic Regression,normal,41
1,7,Intercept,2.5809796897892707,Logistic Regression,normal,41
0,8,biomarker,-5.374900283407735,Logistic Regression,normal,41
1,8,Intercept,2.092140807284817,Logistic Regression,normal,41
0,9,biomarker,-5.240925237182471,Logistic Regression,normal,41
1,9,Intercept,2.0155444117162666,Logistic Regression,normal,41
0,10,biomarker,-5.860230354916514,Logistic Regression,normal,41
1,10,Intercept,2.4557517879298514,Logistic Regression,normal,41
0,11,biomarker,-6.911402130163994,Logistic Regression,normal,41
1,11,Intercept,3.028459712692675,Logistic Regression,normal,41
0,12,biomarker,-6.371560396906971,Logistic Regression,normal,41
1,12,Intercept,2.456282150340095,Logistic Regression,normal,41
0,13,biomarker,-6.455570856962231,Logistic Regression,normal,41
1,13,Intercept,2.742704638045744,Logistic Regression,normal,41
0,14,biomarker,-5.22348629583935,Logistic Regression,normal,41
1,14,Intercept,2.1247921707448514,Logistic Regression,normal,41
0,15,biomarker,-5.748595975154567,Logistic Regression,normal,41
1,15,Intercept,2.542574496354833,Logistic Regression,normal,41
0,16,biomarker,-5.291239809695551,Logistic Regression,normal,41
1,16,Intercept,2.2675246993474674,Logistic Regression,normal,41
0,17,biomarker,-6.274714353995955,Logistic Regression,normal,41
1,17,Intercept,2.671839150762282,Logistic Regression,normal,41
0,18,biomarker,-6.51971159572445,Logistic Regression,normal,41
1,18,Intercept,2.812219914933738,Logistic Regression,normal,41
0,19,biomarker,-5.535484603985439,Logistic Regression,normal,41
1,19,Intercept,2.3581683932287527,Logistic Regression,normal,41
0,20,biomarker,-5.874422152492507,Logistic Regression,normal,41
1,20,Intercept,2.523241365501425,Logistic Regression,normal,41
0,21,biomarker,-5.942439501335519,Logistic Regression,normal,41
1,21,Intercept,2.476757547407513,Logistic Regression,normal,41
0,22,biomarker,-5.629497439605106,Logistic Regression,normal,41
1,22,Intercept,2.477273850681802,Logistic Regression,normal,41
0,23,biomarker,-5.876388314044074,Logistic Regression,normal,41
1,23,Intercept,2.634322885493117,Logistic Regression,normal,41
0,24,biomarker,-5.235057450948721,Logistic Regression,normal,41
1,24,Intercept,2.2682757044991617,Logistic Regression,normal,41
0,25,biomarker,-6.188253459640545,Logistic Regression,normal,41
1,25,Intercept,2.865789066228392,Logistic Regression,normal,41
0,26,biomarker,-5.5702720470001585,Logistic Regression,normal,41
1,26,Intercept,2.338466219418037,Logistic Regression,normal,41
0,27,biomarker,-5.96532350306397,Logistic Regression,normal,41
1,27,Intercept,2.725525215945946,Logistic Regression,normal,41
0,28,biomarker,-4.815847734993585,Logistic Regression,normal,41
1,28,Intercept,1.9697454944258095,Logistic Regression,normal,41
0,29,biomarker,-5.677065826345503,Logistic Regression,normal,41
1,29,Intercept,2.368062362874502,Logistic Regression,normal,41
0,30,biomarker,-6.060045360765365,Logistic Regression,normal,41
1,30,Intercept,2.694621926172035,Logistic Regression,normal,41
0,31,biomarker,-5.452793091686422,Logistic Regression,normal,41
1,31,Intercept,2.318724503914533,Logistic Regression,normal,41
0,32,biomarker,-5.2757007789996715,Logistic Regression,normal,41
1,32,Intercept,2.1538624670411934,Logistic Regression,normal,41
0,33,biomarker,-5.4552558848438775,Logistic Regression,normal,41
1,33,Intercept,2.4751867699888717,Logistic Regression,normal,41
0,34,biomarker,-6.205385699850632,Logistic Regression,normal,41
1,34,Intercept,2.568076481514914,Logistic Regression,normal,41
0,35,biomarker,-5.744776521242501,Logistic Regression,normal,41
1,35,Intercept,2.3581702480588373,Logistic Regression,normal,41
0,36,biomarker,-5.66196543440554,Logistic Regression,normal,41
1,36,Intercept,2.3708952837666026,Logistic Regression,normal,41
0,37,biomarker,-5.950352108754833,Logistic Regression,normal,41
1,37,Intercept,2.6333555561409323,Logistic Regression,normal,41
0,38,biomarker,-5.2677448397629565,Logistic Regression,normal,41
1,38,Intercept,2.359805073828481,Logistic Regression,normal,41
0,39,biomarker,-5.515551642013916,Logistic Regression,normal,41
1,39,Intercept,2.4879476871436106,Logistic Regression,normal,41
0,40,biomarker,-5.456979675966828,Logistic Regression,normal,41
1,40,Intercept,2.1314886251280822,Logistic Regression,normal,41
0,41,biomarker,-5.757113223300244,Logistic Regression,normal,41
1,41,Intercept,2.5524077847397417,Logistic Regression,normal,41
0,42,biomarker,-5.613247417603758,Logistic Regression,normal,41
1,42,Intercept,2.3428476346233817,Logistic Regression,normal,41
0,43,biomarker,-6.221326922152772,Logistic Regression,normal,41
1,43,Intercept,2.675102540650892,Logistic Regression,normal,41
0,44,biomarker,-5.55274249536245,Logistic Regression,normal,41
1,44,Intercept,2.287676909089594,Logistic Regression,normal,41
0,45,biomarker,-5.414102424520418,Logistic Regression,normal,41
1,45,Intercept,2.438463407386343,Logistic Regression,normal,41
0,46,biomarker,-5.6778350973415,Logistic Regression,normal,41
1,46,Intercept,2.3787428405136066,Logistic Regression,normal,41
0,47,biomarker,-5.267626188737185,Logistic Regression,normal,41
1,47,Intercept,2.267758166151739,Logistic Regression,normal,41
0,48,biomarker,-5.389500183038157,Logistic Regression,normal,41
1,48,Intercept,2.282296722814364,Logistic Regression,normal,41
0,49,biomarker,-6.744229262816725,Logistic Regression,normal,41
1,49,Intercept,2.8190281128140917,Logistic Regression,normal,41
0,50,biomarker,-5.993768643277446,Logistic Regression,normal,41
1,50,Intercept,2.491598037430171,Logistic Regression,normal,41
0,51,biomarker,-6.072714884681827,Logistic Regression,normal,41
1,51,Intercept,2.6604546067696755,Logistic Regression,normal,41
0,52,biomarker,-6.10901522914084,Logistic Regression,normal,41
1,52,Intercept,2.6735154989385697,Logistic Regression,normal,41
0,53,biomarker,-5.320342563064494,Logistic Regression,normal,41
1,53,Intercept,2.4722817413337967,Logistic Regression,normal,41
0,54,biomarker,-5.360300154230393,Logistic Regression,normal,41
1,54,Intercept,2.2569766502808113,Logistic Regression,normal,41
0,55,biomarker,-7.232269687075953,Logistic Regression,normal,41
1,55,Intercept,3.1590077169805415,Logistic Regression,normal,41
0,56,biomarker,-4.814754964058233,Logistic Regression,normal,41
1,56,Intercept,2.0176053673665653,Logistic Regression,normal,41
0,57,biomarker,-6.940031903653094,Logistic Regression,normal,41
1,57,Intercept,3.1111789159061973,Logistic Regression,normal,41
0,58,biomarker,-5.708859135143443,Logistic Regression,normal,41
1,58,Intercept,2.5235663037397416,Logistic Regression,normal,41
0,59,biomarker,-5.80083621896793,Logistic Regression,normal,41
1,59,Intercept,2.5523853044078533,Logistic Regression,normal,41
0,60,biomarker,-6.120097381445972,Logistic Regression,normal,41
1,60,Intercept,2.569802578535088,Logistic Regression,normal,41
0,61,biomarker,-6.239620753511915,Logistic Regression,normal,41
1,61,Intercept,2.679396839899019,Logistic Regression,normal,41
0,62,biomarker,-6.060358388787307,Logistic Regression,normal,41
1,62,Intercept,2.7209874585013707,Logistic Regression,normal,41
0,63,biomarker,-5.567697373471072,Logistic Regression,normal,41
1,63,Intercept,2.520322221276974,Logistic Regression,normal,41
0,64,biomarker,-6.156150382580522,Logistic Regression,normal,41
1,64,Intercept,2.6976214863436,Logistic Regression,normal,41
0,65,biomarker,-6.114585841120969,Logistic Regression,normal,41
1,65,Intercept,2.4555940683279016,Logistic Regression,normal,41
0,66,biomarker,-5.844707256129333,Logistic Regression,normal,41
1,66,Intercept,2.4780328618570553,Logistic Regression,normal,41
