,model,metric,performance_bootstrap,value,distribution,seed
0,Logistic Regression,roc_auc,0,0.43711595156895106,normal,98
1,Logistic Regression,roc_auc,1,0.45413748842203705,normal,98
2,Logistic Regression,roc_auc,2,0.4499753018795025,normal,98
3,Logistic Regression,roc_auc,3,0.4823498335040984,normal,98
4,Logistic Regression,roc_auc,4,0.4583070291340865,normal,98
5,Logistic Regression,roc_auc,5,0.45842954426354693,normal,98
6,Logistic Regression,roc_auc,6,0.464260183940422,normal,98
7,Logistic Regression,roc_auc,7,0.4468774013831967,normal,98
8,Logistic Regression,roc_auc,8,0.4577282895532367,normal,98
9,Logistic Regression,roc_auc,9,0.44779848823493584,normal,98
10,Logistic Regression,roc_auc,10,0.4586548272932741,normal,98
11,Logistic Regression,roc_auc,11,0.4593527446776243,normal,98
12,Logistic Regression,roc_auc,12,0.42999521128802126,normal,98
13,Logistic Regression,roc_auc,13,0.45569700796342794,normal,98
14,Logistic Regression,roc_auc,14,0.45479865067679554,normal,98
15,Logistic Regression,roc_auc,15,0.4555109982530316,normal,98
16,Logistic Regression,roc_auc,16,0.46998695887443487,normal,98
17,Logistic Regression,roc_auc,17,0.46885333734426665,normal,98
18,Logistic Regression,roc_auc,18,0.4553301923074358,normal,98
19,Logistic Regression,roc_auc,19,0.45497658434628774,normal,98
20,Logistic Regression,roc_auc,20,0.4488187471555353,normal,98
21,Logistic Regression,roc_auc,21,0.4368810698544102,normal,98
22,Logistic Regression,roc_auc,22,0.44660973531457526,normal,98
23,Logistic Regression,roc_auc,23,0.44809451694802016,normal,98
24,Logistic Regression,roc_auc,24,0.45563989661762955,normal,98
25,Logistic Regression,roc_auc,25,0.4515814496384445,normal,98
26,Logistic Regression,roc_auc,26,0.4457768995900473,normal,98
27,Logistic Regression,roc_auc,27,0.4402138292642962,normal,98
28,Logistic Regression,roc_auc,28,0.44851167820376925,normal,98
29,Logistic Regression,roc_auc,29,0.4412244988666163,normal,98
30,Logistic Regression,roc_auc,30,0.44610882454070033,normal,98
31,Logistic Regression,roc_auc,31,0.4311478558054266,normal,98
32,Logistic Regression,roc_auc,32,0.449815485990834,normal,98
33,Logistic Regression,roc_auc,33,0.4547935839869059,normal,98
34,Logistic Regression,roc_auc,34,0.451135290173218,normal,98
35,Logistic Regression,roc_auc,35,0.4789559535979377,normal,98
36,Logistic Regression,roc_auc,36,0.4358650421793252,normal,98
37,Logistic Regression,roc_auc,37,0.4617598324079224,normal,98
38,Logistic Regression,roc_auc,38,0.45192727809333233,normal,98
39,Logistic Regression,roc_auc,39,0.44641856742697084,normal,98
40,Logistic Regression,roc_auc,40,0.4751240528129609,normal,98
41,Logistic Regression,roc_auc,41,0.44540603054968864,normal,98
42,Logistic Regression,roc_auc,42,0.4516095872580479,normal,98
43,Logistic Regression,roc_auc,43,0.4573559241883097,normal,98
44,Logistic Regression,roc_auc,44,0.45364951948645615,normal,98
45,Logistic Regression,roc_auc,45,0.4634628112067084,normal,98
46,Logistic Regression,roc_auc,46,0.4606076933472747,normal,98
47,Logistic Regression,roc_auc,47,0.4618868823595564,normal,98
48,Logistic Regression,roc_auc,48,0.42378161249333934,normal,98
49,Logistic Regression,roc_auc,49,0.4434129132547435,normal,98
50,Logistic Regression,average_precision,0,0.4660713910254784,normal,98
51,Logistic Regression,average_precision,1,0.4716708993716294,normal,98
52,Logistic Regression,average_precision,2,0.4848071632512103,normal,98
53,Logistic Regression,average_precision,3,0.49932623092385053,normal,98
54,Logistic Regression,average_precision,4,0.47914023590555915,normal,98
55,Logistic Regression,average_precision,5,0.48295557588505306,normal,98
56,Logistic Regression,average_precision,6,0.4986294472036805,normal,98
57,Logistic Regression,average_precision,7,0.48118081427355563,normal,98
58,Logistic Regression,average_precision,8,0.4798218119381833,normal,98
59,Logistic Regression,average_precision,9,0.4786979643803523,normal,98
60,Logistic Regression,average_precision,10,0.48991546829629506,normal,98
61,Logistic Regression,average_precision,11,0.4925513629689471,normal,98
62,Logistic Regression,average_precision,12,0.471953427021289,normal,98
63,Logistic Regression,average_precision,13,0.4844002389062547,normal,98
64,Logistic Regression,average_precision,14,0.4568090709374168,normal,98
65,Logistic Regression,average_precision,15,0.48712745431957755,normal,98
66,Logistic Regression,average_precision,16,0.4858425996416783,normal,98
67,Logistic Regression,average_precision,17,0.49950082693017894,normal,98
68,Logistic Regression,average_precision,18,0.4724535919108176,normal,98
69,Logistic Regression,average_precision,19,0.5033368389441752,normal,98
70,Logistic Regression,average_precision,20,0.47416418541892186,normal,98
71,Logistic Regression,average_precision,21,0.46274352760097137,normal,98
72,Logistic Regression,average_precision,22,0.4815413563101425,normal,98
73,Logistic Regression,average_precision,23,0.49270897118317436,normal,98
74,Logistic Regression,average_precision,24,0.4922038554766226,normal,98
75,Logistic Regression,average_precision,25,0.4805256654631105,normal,98
76,Logistic Regression,average_precision,26,0.4517149495711258,normal,98
77,Logistic Regression,average_precision,27,0.4777441198378248,normal,98
78,Logistic Regression,average_precision,28,0.47832117623550124,normal,98
79,Logistic Regression,average_precision,29,0.46736963448423896,normal,98
80,Logistic Regression,average_precision,30,0.47540616257392465,normal,98
81,Logistic Regression,average_precision,31,0.46858452563835934,normal,98
82,Logistic Regression,average_precision,32,0.49389320864933234,normal,98
83,Logistic Regression,average_precision,33,0.47892178972506594,normal,98
84,Logistic Regression,average_precision,34,0.4815880757327895,normal,98
85,Logistic Regression,average_precision,35,0.49163724529310077,normal,98
86,Logistic Regression,average_precision,36,0.4713404517652111,normal,98
87,Logistic Regression,average_precision,37,0.49051247519277463,normal,98
88,Logistic Regression,average_precision,38,0.48276939081423587,normal,98
89,Logistic Regression,average_precision,39,0.4782866875320353,normal,98
90,Logistic Regression,average_precision,40,0.5057369668889431,normal,98
91,Logistic Regression,average_precision,41,0.4892193014150837,normal,98
92,Logistic Regression,average_precision,42,0.4840384258712226,normal,98
93,Logistic Regression,average_precision,43,0.47361978645879954,normal,98
94,Logistic Regression,average_precision,44,0.47872915394688725,normal,98
95,Logistic Regression,average_precision,45,0.4830993859133329,normal,98
96,Logistic Regression,average_precision,46,0.48991273463006224,normal,98
97,Logistic Regression,average_precision,47,0.47585994771165463,normal,98
98,Logistic Regression,average_precision,48,0.47441775811372455,normal,98
99,Logistic Regression,average_precision,49,0.47432837293843244,normal,98
