,bootstrap,feature,importance,model,distribution,seed
0,0,biomarker,0.30800670471931985,Logistic Regression,normal,406
1,0,Intercept,-0.0773889121457028,Logistic Regression,normal,406
0,1,biomarker,-0.9440765532103025,Logistic Regression,normal,406
1,1,Intercept,0.24083145344486162,Logistic Regression,normal,406
0,2,biomarker,0.9964295085997026,Logistic Regression,normal,406
1,2,Intercept,-0.31634213453594334,Logistic Regression,normal,406
0,3,biomarker,0.28724744192285684,Logistic Regression,normal,406
1,3,Intercept,-0.06500926469106123,Logistic Regression,normal,406
0,4,biomarker,1.1753771228482166,Logistic Regression,normal,406
1,4,Intercept,-0.3216855956745781,Logistic Regression,normal,406
0,5,biomarker,1.0290372544721378,Logistic Regression,normal,406
1,5,Intercept,-0.029274998896446084,Logistic Regression,normal,406
0,6,biomarker,1.1913719333321886,Logistic Regression,normal,406
1,6,Intercept,-0.2649204618989417,Logistic Regression,normal,406
0,7,biomarker,-0.6546514871833882,Logistic Regression,normal,406
1,7,Intercept,0.0772233424028423,Logistic Regression,normal,406
0,8,biomarker,0.08884270936241853,Logistic Regression,normal,406
1,8,Intercept,-0.1927427118950375,Logistic Regression,normal,406
0,9,biomarker,0.7568324365167677,Logistic Regression,normal,406
1,9,Intercept,-0.2086521095428091,Logistic Regression,normal,406
0,10,biomarker,-0.19557582110478972,Logistic Regression,normal,406
1,10,Intercept,-0.011498684806428587,Logistic Regression,normal,406
0,11,biomarker,0.41231691837704154,Logistic Regression,normal,406
1,11,Intercept,-0.053370715664366714,Logistic Regression,normal,406
0,12,biomarker,-0.8409970370654107,Logistic Regression,normal,406
1,12,Intercept,0.20838628457845554,Logistic Regression,normal,406
0,13,biomarker,0.6213137340673692,Logistic Regression,normal,406
1,13,Intercept,-0.3055907349430846,Logistic Regression,normal,406
0,14,biomarker,0.4024617906790702,Logistic Regression,normal,406
1,14,Intercept,-0.2461714699163878,Logistic Regression,normal,406
0,15,biomarker,-1.9853262457894822,Logistic Regression,normal,406
1,15,Intercept,0.5392123409840458,Logistic Regression,normal,406
0,16,biomarker,0.13290938623057263,Logistic Regression,normal,406
1,16,Intercept,-0.016377831249353915,Logistic Regression,normal,406
0,17,biomarker,-0.0567491188653755,Logistic Regression,normal,406
1,17,Intercept,0.04069938567557065,Logistic Regression,normal,406
0,18,biomarker,0.458745561885619,Logistic Regression,normal,406
1,18,Intercept,-0.16286502970757188,Logistic Regression,normal,406
0,19,biomarker,0.3352167389595744,Logistic Regression,normal,406
1,19,Intercept,-0.1717420304084143,Logistic Regression,normal,406
0,20,biomarker,0.7687383697241329,Logistic Regression,normal,406
1,20,Intercept,-0.2608500250182532,Logistic Regression,normal,406
0,21,biomarker,1.7882548910340905,Logistic Regression,normal,406
1,21,Intercept,-0.612427054078506,Logistic Regression,normal,406
0,22,biomarker,-0.23247600614928685,Logistic Regression,normal,406
1,22,Intercept,0.049247882739308545,Logistic Regression,normal,406
0,23,biomarker,-0.47816877992118084,Logistic Regression,normal,406
1,23,Intercept,0.36569349626075137,Logistic Regression,normal,406
0,24,biomarker,0.034747472256097756,Logistic Regression,normal,406
1,24,Intercept,-0.08155391945193112,Logistic Regression,normal,406
0,25,biomarker,-0.5485883387910803,Logistic Regression,normal,406
1,25,Intercept,0.33913310548422937,Logistic Regression,normal,406
0,26,biomarker,0.6681006842017114,Logistic Regression,normal,406
1,26,Intercept,-0.23235686794962035,Logistic Regression,normal,406
0,27,biomarker,-0.5670690057474413,Logistic Regression,normal,406
1,27,Intercept,0.20315996245016116,Logistic Regression,normal,406
0,28,biomarker,0.9562480058505082,Logistic Regression,normal,406
1,28,Intercept,-0.3104769536208446,Logistic Regression,normal,406
0,29,biomarker,-1.3589252908386023,Logistic Regression,normal,406
1,29,Intercept,0.4745825932787368,Logistic Regression,normal,406
0,30,biomarker,-1.0112717744064839,Logistic Regression,normal,406
1,30,Intercept,0.23668749957437799,Logistic Regression,normal,406
0,31,biomarker,0.634608024643711,Logistic Regression,normal,406
1,31,Intercept,-0.31412162622293116,Logistic Regression,normal,406
0,32,biomarker,1.4554038350283895,Logistic Regression,normal,406
1,32,Intercept,-0.518739230641492,Logistic Regression,normal,406
0,33,biomarker,-0.7412430739169896,Logistic Regression,normal,406
1,33,Intercept,0.2681202694156483,Logistic Regression,normal,406
0,34,biomarker,0.02101551661863799,Logistic Regression,normal,406
1,34,Intercept,0.017342979569674715,Logistic Regression,normal,406
0,35,biomarker,1.6605203644718438,Logistic Regression,normal,406
1,35,Intercept,-0.6363111022305774,Logistic Regression,normal,406
0,36,biomarker,-2.0192280694561973,Logistic Regression,normal,406
1,36,Intercept,0.60933786298301,Logistic Regression,normal,406
0,37,biomarker,-0.7259998020551095,Logistic Regression,normal,406
1,37,Intercept,0.19382900226932182,Logistic Regression,normal,406
0,38,biomarker,-0.15946714089679867,Logistic Regression,normal,406
