,bootstrap,feature,importance,model,distribution,seed
0,0,biomarker,-0.6082999324782221,Logistic Regression,normal,498
1,0,Intercept,0.31661422261875416,Logistic Regression,normal,498
0,1,biomarker,-0.27495615498333364,Logistic Regression,normal,498
1,1,Intercept,0.08494086124353833,Logistic Regression,normal,498
0,2,biomarker,-0.8858712511902903,Logistic Regression,normal,498
1,2,Intercept,0.480887145761563,Logistic Regression,normal,498
0,3,biomarker,-0.1413649752630362,Logistic Regression,normal,498
1,3,Intercept,0.1027089952074349,Logistic Regression,normal,498
0,4,biomarker,1.57527259031804,Logistic Regression,normal,498
1,4,Intercept,-0.8751147588265223,Logistic Regression,normal,498
0,5,biomarker,-1.5700548946738588,Logistic Regression,normal,498
1,5,Intercept,1.154354795450974,Logistic Regression,normal,498
0,6,biomarker,-0.321679001585977,Logistic Regression,normal,498
1,6,Intercept,0.25250099155096795,Logistic Regression,normal,498
0,7,biomarker,0.21885379601614846,Logistic Regression,normal,498
1,7,Intercept,-0.2410532176733074,Logistic Regression,normal,498
0,8,biomarker,-0.9147457992432981,Logistic Regression,normal,498
1,8,Intercept,0.35104213928103756,Logistic Regression,normal,498
0,9,biomarker,-1.8516067120961606,Logistic Regression,normal,498
1,9,Intercept,1.0572514475821144,Logistic Regression,normal,498
0,10,biomarker,-0.07196867295208059,Logistic Regression,normal,498
1,10,Intercept,-0.03127483113082339,Logistic Regression,normal,498
0,11,biomarker,1.2281521368740107,Logistic Regression,normal,498
1,11,Intercept,-0.6212464695856106,Logistic Regression,normal,498
0,12,biomarker,1.139061109196584,Logistic Regression,normal,498
1,12,Intercept,-0.5419595908801266,Logistic Regression,normal,498
0,13,biomarker,0.2519834204673905,Logistic Regression,normal,498
1,13,Intercept,-0.26126642664631683,Logistic Regression,normal,498
0,14,biomarker,-0.293052561151119,Logistic Regression,normal,498
1,14,Intercept,0.048206916627023096,Logistic Regression,normal,498
0,15,biomarker,0.982071726928752,Logistic Regression,normal,498
1,15,Intercept,-0.612477159712893,Logistic Regression,normal,498
