,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,0.81,0.8,0.47951275671280913,0.502770083102493,0.6477118119975263,0.7321428571428572,normal,41
1,1,Logistic Regression,0.8875,0.9,0.592985093110652,0.6264726264726265,0.5451465201465201,0.35185185185185186,normal,41
2,2,Logistic Regression,1.0,1.0,0.5862289767312879,0.558029689608637,0.5963675213675215,0.5535714285714286,normal,41
3,3,Logistic Regression,0.95,0.9375,0.5556461418808643,0.5161943319838056,0.8053030303030302,0.7142857142857143,normal,41
4,4,Logistic Regression,0.7683333333333333,0.7,0.5820259983037567,0.49653739612188363,0.7511904761904762,0.6607142857142857,normal,41
5,5,Logistic Regression,0.6678571428571428,0.5625,0.589414045277361,0.4703856749311295,0.2361111111111111,0.6153846153846154,normal,41
6,6,Logistic Regression,0.8041666666666667,0.8500000000000001,0.5319824921093822,0.523611111111111,0.5234487734487735,0.6296296296296297,normal,41
7,7,Logistic Regression,0.8041666666666667,0.8125,0.511598921852057,0.5182926829268292,0.5625124875124875,0.22000000000000003,normal,41
8,8,Logistic Regression,0.8928571428571428,0.8125,0.5235277426275711,0.5244897959183673,0.7576930645112463,0.3409090909090909,normal,41
9,9,Logistic Regression,0.8875,0.875,0.5567338111705509,0.5742240215924427,0.6667800453514738,0.5892857142857143,normal,41
10,10,Logistic Regression,0.8541666666666666,0.8125,0.5708278982433064,0.5277027027027027,0.7241332741332742,0.6481481481481481,normal,41
11,11,Logistic Regression,0.9166666666666666,0.9,0.5729653521176765,0.5159722222222223,0.5938644688644689,0.5185185185185185,normal,41
12,12,Logistic Regression,0.8541666666666666,0.85,0.519594279576257,0.5041551246537397,0.5179029304029303,0.41071428571428575,normal,41
13,13,Logistic Regression,0.8166666666666667,0.8,0.5241804044803762,0.5590277777777778,0.6899891774891774,0.54,normal,41
14,14,Logistic Regression,0.9166666666666666,0.875,0.48985902434466627,0.5338753387533874,0.6351443001443001,0.38,normal,41
15,15,Logistic Regression,0.775,0.7,0.5435925853116912,0.5065835065835066,0.6694444444444445,0.5370370370370371,normal,41
16,16,Logistic Regression,0.95,0.9375,0.5392036257223233,0.48785425101214575,0.622077922077922,0.5535714285714286,normal,41
17,17,Logistic Regression,0.5845238095238094,0.65,0.5528562303694619,0.49757449757449757,0.5218864468864468,0.39285714285714285,normal,41
18,18,Logistic Regression,0.9166666666666666,0.9,0.5625011928103026,0.5145429362880887,0.6370421245421246,0.625,normal,41
19,19,Logistic Regression,0.5428571428571428,0.6,0.5200579348941948,0.5197505197505198,0.6120250120250121,0.537037037037037,normal,41
20,20,Logistic Regression,0.8041666666666667,0.8125,0.59026137504321,0.5539811066126855,0.43097111222111223,0.25000000000000006,normal,41
21,21,Logistic Regression,1.0,1.0,0.5744889740524985,0.5891891891891892,0.7477411477411477,0.5740740740740741,normal,41
22,22,Logistic Regression,0.6428571428571428,0.5,0.48724082488309184,0.48785425101214575,0.5649576118326118,0.4107142857142857,normal,41
23,23,Logistic Regression,0.8211111111111111,0.7000000000000001,0.5765374645752708,0.5210084033613445,0.3528138528138528,0.6111111111111112,normal,41
24,24,Logistic Regression,0.5666666666666667,0.5625,0.5138613949173213,0.5236486486486487,0.8077872744539412,0.7222222222222223,normal,41
25,25,Logistic Regression,0.9428571428571428,0.9,0.631830308571348,0.5874564459930314,0.48184523809523805,0.5227272727272727,normal,41
26,26,Logistic Regression,0.8125,0.75,0.5598337118014295,0.5761772853185596,0.7874660062160063,0.6607142857142857,normal,41
27,27,Logistic Regression,0.8041666666666667,0.8125,0.5719575901730357,0.5134952766531715,0.49368092225235083,0.44642857142857145,normal,41
28,28,Logistic Regression,0.9166666666666666,0.875,0.49630777470581505,0.5040485829959513,0.47495421245421243,0.33928571428571425,normal,41
29,29,Logistic Regression,0.8083333333333333,0.7,0.5232943808773455,0.5197505197505197,0.49849409849409854,0.4444444444444444,normal,41
30,30,Logistic Regression,1.0,1.0,0.5031253554896264,0.4972972972972973,0.5526593776593776,0.3888888888888889,normal,41
31,31,Logistic Regression,0.6458333333333333,0.6875,0.4753896574063386,0.5081300813008129,0.5527084027084027,0.25999999999999995,normal,41
32,32,Logistic Regression,0.8875,0.9,0.5549221642149513,0.5460845460845462,0.7196969696969698,0.7037037037037037,normal,41
