,bootstrap,feature,importance,model,distribution,seed
0,0,biomarker,1.6385644479308983,Logistic Regression,normal,452
1,0,Intercept,-0.6928658561616176,Logistic Regression,normal,452
0,1,biomarker,1.5632037611472138,Logistic Regression,normal,452
1,1,Intercept,-0.7593240180160811,Logistic Regression,normal,452
0,2,biomarker,-0.7340714457196856,Logistic Regression,normal,452
1,2,Intercept,0.29665631306612983,Logistic Regression,normal,452
0,3,biomarker,-0.8390920104187722,Logistic Regression,normal,452
1,3,Intercept,0.4331455962241907,Logistic Regression,normal,452
0,4,biomarker,1.0209228362995697,Logistic Regression,normal,452
1,4,Intercept,-0.43440744561595984,Logistic Regression,normal,452
0,5,biomarker,0.5753210162268715,Logistic Regression,normal,452
1,5,Intercept,0.012804924634485432,Logistic Regression,normal,452
0,6,biomarker,0.7027770771671208,Logistic Regression,normal,452
1,6,Intercept,-0.2503141409731029,Logistic Regression,normal,452
0,7,biomarker,-0.48845771070682253,Logistic Regression,normal,452
1,7,Intercept,0.09831210434046975,Logistic Regression,normal,452
0,8,biomarker,0.9350406876428924,Logistic Regression,normal,452
1,8,Intercept,-0.5831910414167973,Logistic Regression,normal,452
0,9,biomarker,-0.1723301245466756,Logistic Regression,normal,452
1,9,Intercept,0.09733162520892227,Logistic Regression,normal,452
0,10,biomarker,-1.6195792426668043,Logistic Regression,normal,452
1,10,Intercept,0.6438595493947443,Logistic Regression,normal,452
0,11,biomarker,0.5778136631927253,Logistic Regression,normal,452
1,11,Intercept,-0.17435616174953797,Logistic Regression,normal,452
0,12,biomarker,0.40921870483570866,Logistic Regression,normal,452
1,12,Intercept,-0.20519671421989003,Logistic Regression,normal,452
0,13,biomarker,-1.8666697783812423,Logistic Regression,normal,452
1,13,Intercept,0.7070661737520927,Logistic Regression,normal,452
0,14,biomarker,-2.386304191372264,Logistic Regression,normal,452
1,14,Intercept,0.9100235421164432,Logistic Regression,normal,452
0,15,biomarker,-0.5817244145822402,Logistic Regression,normal,452
1,15,Intercept,0.17426654576213452,Logistic Regression,normal,452
0,16,biomarker,-1.0063190410950709,Logistic Regression,normal,452
1,16,Intercept,0.4554533258949901,Logistic Regression,normal,452
0,17,biomarker,0.49947541434175996,Logistic Regression,normal,452
1,17,Intercept,-0.19473920161394986,Logistic Regression,normal,452
0,18,biomarker,0.6911003917954514,Logistic Regression,normal,452
1,18,Intercept,-0.32761285895008313,Logistic Regression,normal,452
0,19,biomarker,0.1588058241887585,Logistic Regression,normal,452
1,19,Intercept,-0.14118728359976776,Logistic Regression,normal,452
0,20,biomarker,-0.8322794738974906,Logistic Regression,normal,452
1,20,Intercept,0.33830984737976044,Logistic Regression,normal,452
0,21,biomarker,0.5302640831118722,Logistic Regression,normal,452
1,21,Intercept,-0.29792883344729754,Logistic Regression,normal,452
0,22,biomarker,-1.084325342347238,Logistic Regression,normal,452
1,22,Intercept,0.45905992158069925,Logistic Regression,normal,452
0,23,biomarker,1.1606016388868172,Logistic Regression,normal,452
1,23,Intercept,-0.2982031053986451,Logistic Regression,normal,452
0,24,biomarker,0.658070003139783,Logistic Regression,normal,452
1,24,Intercept,-0.35222276874538855,Logistic Regression,normal,452
0,25,biomarker,1.3110913412262208,Logistic Regression,normal,452
1,25,Intercept,-0.4893550671237551,Logistic Regression,normal,452
0,26,biomarker,-0.8515598380204157,Logistic Regression,normal,452
1,26,Intercept,0.35588109941628454,Logistic Regression,normal,452
0,27,biomarker,0.7966384725870406,Logistic Regression,normal,452
1,27,Intercept,-0.3628047235059732,Logistic Regression,normal,452
0,28,biomarker,-0.46368247101642396,Logistic Regression,normal,452
1,28,Intercept,0.17800735816449265,Logistic Regression,normal,452
0,29,biomarker,0.504965835041277,Logistic Regression,normal,452
1,29,Intercept,-0.15748251473207386,Logistic Regression,normal,452
0,30,biomarker,0.022282068894686757,Logistic Regression,normal,452
1,30,Intercept,-0.08049389996879255,Logistic Regression,normal,452
0,31,biomarker,-0.5622397930835143,Logistic Regression,normal,452
1,31,Intercept,0.1376003277586483,Logistic Regression,normal,452
0,32,biomarker,-1.904008292130031,Logistic Regression,normal,452
1,32,Intercept,0.7212732299192902,Logistic Regression,normal,452
0,33,biomarker,0.3106402925833184,Logistic Regression,normal,452
1,33,Intercept,-0.1311882277422201,Logistic Regression,normal,452
0,34,biomarker,-1.9988827964224265,Logistic Regression,normal,452
1,34,Intercept,0.9192619812063753,Logistic Regression,normal,452
0,35,biomarker,-0.20429463424138408,Logistic Regression,normal,452
1,35,Intercept,-0.03005986934761326,Logistic Regression,normal,452
0,36,biomarker,0.2278706712610971,Logistic Regression,normal,452
1,36,Intercept,-0.12305027634954693,Logistic Regression,normal,452
0,37,biomarker,1.9400160126712507,Logistic Regression,normal,452
1,37,Intercept,-0.8687418395865328,Logistic Regression,normal,452
0,38,biomarker,0.9480944644725822,Logistic Regression,normal,452
1,38,Intercept,-0.3020083270855576,Logistic Regression,normal,452
0,39,biomarker,-1.0777964658768897,Logistic Regression,normal,452
1,39,Intercept,0.5903016306523164,Logistic Regression,normal,452
0,40,biomarker,1.4053963104919875,Logistic Regression,normal,452
1,40,Intercept,-0.6583705765297878,Logistic Regression,normal,452
0,41,biomarker,2.4530850827182644,Logistic Regression,normal,452
1,41,Intercept,-1.3756181059566417,Logistic Regression,normal,452
0,42,biomarker,-0.1780445445787556,Logistic Regression,normal,452
1,42,Intercept,-0.0843388601530306,Logistic Regression,normal,452
0,43,biomarker,-1.3823758379692284,Logistic Regression,normal,452
1,43,Intercept,0.5459513459082179,Logistic Regression,normal,452
0,44,biomarker,-1.0392939763180071,Logistic Regression,normal,452
1,44,Intercept,0.5375970778775189,Logistic Regression,normal,452
0,45,biomarker,-1.6222070348795585,Logistic Regression,normal,452
1,45,Intercept,0.7526029797653037,Logistic Regression,normal,452
0,46,biomarker,0.19654455452874078,Logistic Regression,normal,452
1,46,Intercept,-0.11160627821032178,Logistic Regression,normal,452
0,47,biomarker,0.42023317362941087,Logistic Regression,normal,452
1,47,Intercept,-0.0647782150260571,Logistic Regression,normal,452
0,48,biomarker,-2.0355113049097042,Logistic Regression,normal,452
1,48,Intercept,0.8166055947388052,Logistic Regression,normal,452
0,49,biomarker,0.8202767014897624,Logistic Regression,normal,452
1,49,Intercept,-0.19270253530310696,Logistic Regression,normal,452
0,50,biomarker,0.38647243818152616,Logistic Regression,normal,452
1,50,Intercept,-0.23847734914133192,Logistic Regression,normal,452
0,51,biomarker,0.27776300891217853,Logistic Regression,normal,452
1,51,Intercept,-0.04712738420958456,Logistic Regression,normal,452
0,52,biomarker,0.5887573635588745,Logistic Regression,normal,452
1,52,Intercept,-0.19034581412788368,Logistic Regression,normal,452
0,53,biomarker,-2.2580076149284114,Logistic Regression,normal,452
1,53,Intercept,0.7707132289362848,Logistic Regression,normal,452
0,54,biomarker,1.1225962284139979,Logistic Regression,normal,452
1,54,Intercept,-0.357659532775159,Logistic Regression,normal,452
0,55,biomarker,0.17863432405303803,Logistic Regression,normal,452
1,55,Intercept,-0.11264820832680002,Logistic Regression,normal,452
0,56,biomarker,0.2912585748684877,Logistic Regression,normal,452
1,56,Intercept,-0.2155450860173338,Logistic Regression,normal,452
0,57,biomarker,0.1718362900221379,Logistic Regression,normal,452
1,57,Intercept,-0.008041552669202635,Logistic Regression,normal,452
0,58,biomarker,-1.8322361675862284,Logistic Regression,normal,452
1,58,Intercept,0.8960927221554806,Logistic Regression,normal,452
0,59,biomarker,-0.5566443544323616,Logistic Regression,normal,452
1,59,Intercept,0.16603341764349175,Logistic Regression,normal,452
0,60,biomarker,3.047686745455721,Logistic Regression,normal,452
1,60,Intercept,-1.4326579532256556,Logistic Regression,normal,452
0,61,biomarker,-1.9414632717407554,Logistic Regression,normal,452
1,61,Intercept,0.9133592182316793,Logistic Regression,normal,452
0,62,biomarker,-1.6537162149781255,Logistic Regression,normal,452
1,62,Intercept,0.7735879364061321,Logistic Regression,normal,452
0,63,biomarker,1.1575541982207431,Logistic Regression,normal,452
1,63,Intercept,-0.4309187700954263,Logistic Regression,normal,452
0,64,biomarker,-1.2457094393608985,Logistic Regression,normal,452
1,64,Intercept,0.5255319334551035,Logistic Regression,normal,452
0,65,biomarker,1.0967591521169138,Logistic Regression,normal,452
1,65,Intercept,-0.5034761921905203,Logistic Regression,normal,452
0,66,biomarker,-1.3635120167958072,Logistic Regression,normal,452
1,66,Intercept,0.43203215124587696,Logistic Regression,normal,452
0,67,biomarker,0.38498681022096826,Logistic Regression,normal,452
1,67,Intercept,-0.14169459826035538,Logistic Regression,normal,452
0,68,biomarker,-2.7699318296579314,Logistic Regression,normal,452
1,68,Intercept,1.2280152260379857,Logistic Regression,normal,452
0,69,biomarker,-1.5828983411778164,Logistic Regression,normal,452
1,69,Intercept,0.6879395279159579,Logistic Regression,normal,452
0,70,biomarker,-0.3337116725529044,Logistic Regression,normal,452
1,70,Intercept,0.26266918218799,Logistic Regression,normal,452
0,71,biomarker,-1.5561149500451399,Logistic Regression,normal,452
1,71,Intercept,0.6142205275670247,Logistic Regression,normal,452
0,72,biomarker,-0.3470585338582007,Logistic Regression,normal,452
1,72,Intercept,0.173615401644361,Logistic Regression,normal,452
0,73,biomarker,-2.2130917334485396,Logistic Regression,normal,452
1,73,Intercept,1.0491598791248151,Logistic Regression,normal,452
0,74,biomarker,-0.15120228887915446,Logistic Regression,normal,452
1,74,Intercept,0.05360587172673469,Logistic Regression,normal,452
0,75,biomarker,-1.5157603637730033,Logistic Regression,normal,452
1,75,Intercept,0.6504312352604448,Logistic Regression,normal,452
0,76,biomarker,2.6694297972250207,Logistic Regression,normal,452
1,76,Intercept,-1.444048384241895,Logistic Regression,normal,452
0,77,biomarker,-0.3673103662151371,Logistic Regression,normal,452
1,77,Intercept,0.13755434554130774,Logistic Regression,normal,452
0,78,biomarker,-0.13645531362515134,Logistic Regression,normal,452
1,78,Intercept,-0.013081399586253713,Logistic Regression,normal,452
0,79,biomarker,-0.01820944194851068,Logistic Regression,normal,452
1,79,Intercept,-0.0624124585921628,Logistic Regression,normal,452
0,80,biomarker,0.11558549897692483,Logistic Regression,normal,452
1,80,Intercept,-0.21633440695221534,Logistic Regression,normal,452
0,81,biomarker,2.5038965277702476,Logistic Regression,normal,452
1,81,Intercept,-1.178042828626392,Logistic Regression,normal,452
0,82,biomarker,0.004214433927560743,Logistic Regression,normal,452
1,82,Intercept,0.021637258467342633,Logistic Regression,normal,452
0,83,biomarker,0.721308450385791,Logistic Regression,normal,452
1,83,Intercept,-0.33501363664235323,Logistic Regression,normal,452
0,84,biomarker,1.7541837482225948,Logistic Regression,normal,452
1,84,Intercept,-0.952973827501099,Logistic Regression,normal,452
0,85,biomarker,0.07592908617124125,Logistic Regression,normal,452
1,85,Intercept,-0.057191298364365636,Logistic Regression,normal,452
0,86,biomarker,0.8443980322768218,Logistic Regression,normal,452
1,86,Intercept,-0.404507981042949,Logistic Regression,normal,452
0,87,biomarker,1.1117024212284434,Logistic Regression,normal,452
1,87,Intercept,-0.4611305903207797,Logistic Regression,normal,452
0,88,biomarker,-1.2871758802005002,Logistic Regression,normal,452
1,88,Intercept,0.34827114071335435,Logistic Regression,normal,452
0,89,biomarker,-0.653336155554195,Logistic Regression,normal,452
1,89,Intercept,0.41630002655101256,Logistic Regression,normal,452
0,90,biomarker,0.3320616423606313,Logistic Regression,normal,452
1,90,Intercept,0.023380817738330603,Logistic Regression,normal,452
0,91,biomarker,-0.37940942131605265,Logistic Regression,normal,452
1,91,Intercept,0.18776641930850838,Logistic Regression,normal,452
0,92,biomarker,-1.2613214318458768,Logistic Regression,normal,452
1,92,Intercept,0.5954223733941818,Logistic Regression,normal,452
0,93,biomarker,2.3186452163882385,Logistic Regression,normal,452
1,93,Intercept,-1.1652877115810518,Logistic Regression,normal,452
0,94,biomarker,-0.7241751002222016,Logistic Regression,normal,452
1,94,Intercept,0.3385405591704961,Logistic Regression,normal,452
0,95,biomarker,3.207469292777952,Logistic Regression,normal,452
1,95,Intercept,-1.422020403549525,Logistic Regression,normal,452
0,96,biomarker,-1.252598650023509,Logistic Regression,normal,452
1,96,Intercept,0.5931797954847845,Logistic Regression,normal,452
0,97,biomarker,0.2772074379168453,Logistic Regression,normal,452
1,97,Intercept,-0.19094706029444752,Logistic Regression,normal,452
0,98,biomarker,-3.743887930426035,Logistic Regression,normal,452
1,98,Intercept,1.7497530777990535,Logistic Regression,normal,452
0,99,biomarker,0.7869247785414689,Logistic Regression,normal,452
1,99,Intercept,-0.42333974100695093,Logistic Regression,normal,452
0,100,biomarker,0.37367295679653734,Logistic Regression,normal,452
1,100,Intercept,-0.046573678410472025,Logistic Regression,normal,452
0,101,biomarker,0.654608770949922,Logistic Regression,normal,452
1,101,Intercept,-0.3453146579169675,Logistic Regression,normal,452
0,102,biomarker,1.0253396257689447,Logistic Regression,normal,452
